idx,y_pred,y_true,residual
0,4.892692,5.698970,-0.806278
1,3.732743,3.049218,0.683525
2,3.732562,2.903090,0.829472
3,4.884848,2.954243,1.930605
4,5.117878,3.908485,1.209393
5,4.666447,3.322219,1.344227
6,4.774681,5.301030,-0.526349
7,5.020398,4.086360,0.934038
8,5.672366,6.035710,-0.363344
10,5.341335,3.949390,1.391945
12,4.094666,3.661813,0.432853
13,4.761313,3.505150,1.256163
14,3.939386,5.094820,-1.155434
15,4.780942,3.397940,1.383002
16,5.153111,3.832509,1.320602
17,5.393853,5.602060,-0.208207
18,4.186755,5.238046,-1.051291
19,3.760620,3.079181,0.681439
20,3.575736,3.823474,-0.247739
21,4.271384,3.838849,0.432535
22,4.118787,3.505150,0.613637
23,4.644487,6.041393,-1.396906
24,5.161655,3.881385,1.280270
25,5.003404,5.576341,-0.572938
26,6.528070,6.823539,-0.295469
27,6.380133,6.397940,-0.017807
29,6.627781,6.397940,0.229841
30,5.663247,6.558709,-0.895462
31,5.663066,6.107549,-0.444484
32,5.620427,4.193681,1.426746
33,6.213598,5.929419,0.284179
34,6.122561,6.531479,-0.408918
35,6.258654,6.414973,-0.156319
37,6.380212,6.384891,-0.004679
39,7.395968,7.000000,0.395968
40,6.591478,6.875061,-0.283583
41,6.646035,6.835056,-0.189022
42,6.783773,7.079181,-0.295408
43,5.601575,4.072985,1.528590
44,5.578829,5.113943,0.464886
45,3.995644,5.096910,-1.101266
46,5.460149,5.342423,0.117726
47,6.029352,6.240549,-0.211197
48,4.220634,5.278754,-1.058120
49,6.002771,6.255273,-0.252502
50,5.322654,5.023541,0.299113
51,5.810589,6.313867,-0.503278
52,6.131116,6.361728,-0.230612
53,6.164541,6.602060,-0.437519
54,5.726619,6.649335,-0.922716
55,6.164179,6.041393,0.122786
56,5.549530,5.901295,-0.351765
58,5.905637,4.681241,1.224395
59,5.979572,5.815046,0.164526
60,5.204452,4.992819,0.211634
62,6.188432,6.875061,-0.686630
63,6.645800,6.890980,-0.245179
64,6.306883,6.000000,0.306883
65,5.220835,4.500374,0.720462
66,5.529335,6.397940,-0.868605
67,6.366930,6.447158,-0.080228
68,5.681701,7.267172,-1.585471
69,5.958384,5.045714,0.912670
70,6.246618,6.230449,0.016169
71,4.126613,4.127105,-0.000492
72,5.888997,6.000000,-0.111003
73,6.555768,5.715167,0.840600
74,6.287225,6.024046,0.263179
76,4.127344,3.146128,0.981216
77,2.406848,2.875061,-0.468213
78,3.509049,3.301030,0.208019
80,4.351117,5.905796,-1.554678
81,4.144365,2.698970,1.445395
82,3.425928,4.146128,-0.720200
83,3.254111,3.243038,0.011073
84,3.874257,2.653213,1.221044
85,4.166330,2.108903,2.057427
86,4.112023,3.778151,0.333872
87,4.111842,3.301030,0.810812
88,4.375189,3.000000,1.375189
91,4.493460,4.431364,0.062096
92,4.335209,5.544068,-1.208859
93,3.715911,3.000000,0.715911
94,4.553506,3.158362,1.395144
95,3.705720,2.740363,0.965358
96,3.868096,3.623249,0.244847
97,5.967865,5.375093,0.592772
98,6.167485,6.361728,-0.194243
99,5.993723,6.409933,-0.416210
