feature,importance
fp_827,-0.00015761098161631848
fp_452,-0.0001580800146221306
fp_181,-0.00016015284388376516
fp_899,-0.00016028530156610987
fp_271,-0.00016418200010281936
fp_163,-0.0001654616528377617
fp_776,-0.0001678065232049608
fp_194,-0.00016814240500481192
fp_592,-0.00017391658791914287
fp_313,-0.0001802012921835794
fp_831,-0.00018155581850872737
fp_656,-0.00018571956758159925
fp_956,-0.00018703758560609796
fp_835,-0.00018796353498765628
fp_798,-0.0001889144452195901
fp_723,-0.00018897518408257375
fp_954,-0.0001900582837354614
fp_953,-0.00019069401666444997
fp_104,-0.00019082152116263186
fp_143,-0.00019143607944477337
fp_942,-0.00019641110303270093
fp_60,-0.00019906035570176338
fp_891,-0.00019968817084878854
fp_568,-0.00020185077057258694
fp_996,-0.00020254895291241804
fp_57,-0.00020375163130380568
fp_707,-0.00020431908349218819
fp_595,-0.0002064357657497129
fp_327,-0.00021223194856043737
fp_417,-0.00021431987518344409
fp_896,-0.00021520794880123262
fp_524,-0.0002164171064094056
fp_47,-0.0002173602152899301
fp_251,-0.00021784177130985684
fp_881,-0.00021814519906153683
fp_466,-0.00022071204189303418
fp_955,-0.00022178524028738656
fp_580,-0.00022203924039720935
fp_87,-0.0002240568707393531
fp_358,-0.00022441035884527283
fp_228,-0.00022600547350272172
fp_612,-0.00022680484798139888
fp_272,-0.0002270537384668647
fp_471,-0.00023151150886049354
fp_593,-0.00023340078262836794
fp_235,-0.00023373165034629162
fp_401,-0.00023801321125886953
fp_650,-0.00023919644307743849
fp_441,-0.00024150371649597213
fp_626,-0.000242337296775752
fp_270,-0.00024404900985242062
fp_964,-0.00024585638025290677
fp_99,-0.0002469425458620944
fp_767,-0.00024847585330081137
fp_727,-0.0002530011385432074
fp_853,-0.0002575713757877685
fp_999,-0.0002629057539698332
fp_998,-0.0002644079566868629
fp_314,-0.00026836766225385444
fp_483,-0.000269210644758322
fp_219,-0.00027025939388674035
fp_540,-0.0002705981963877169
fp_829,-0.0002734121198119888
fp_911,-0.00027577462529603246
fp_766,-0.0002821614260386185
fp_359,-0.00028284242622134137
fp_321,-0.00028331163100764334
fp_690,-0.0002863698789502322
fp_499,-0.0002868892831693115
