feature,importance
fp_482,0.0004099556681064209
fp_452,0.000409651569218276
fp_458,0.00040908953464128633
fp_746,0.00040075670689169546
fp_56,0.0003985306274283766
fp_493,0.0003938172557359139
fp_578,0.0003927929835386701
fp_829,0.00038226004162208077
fp_725,0.0003606327734375636
fp_932,0.0003595395756914958
fp_897,0.0003535658623378864
fp_736,0.0003443314601926743
fp_222,0.0003315468214684462
fp_161,0.0003300121171062968
fp_673,0.0003125039368928236
fp_345,0.00030941389595765906
fp_159,0.0003065580145670636
fp_483,0.00029396732729832414
fp_227,0.0002934085040278515
fp_719,0.0002902456801029037
fp_866,0.00028798194802711247
fp_409,0.0002875389084596354
fp_118,0.0002838690198426752
fp_522,0.00027026973836300855
fp_170,0.00026592691087408876
fp_940,0.00026126664645742537
fp_336,0.000260164910662571
fp_265,0.00025961799005532377
fp_248,0.00025755808880926584
fp_765,0.0002523668843235072
fp_342,0.00024685095738933666
fp_217,0.0002461921512842598
fp_191,0.00024318654665378414
fp_145,0.00023907126181321736
fp_671,0.00023671071297781676
fp_374,0.00022971290547909215
fp_440,0.00022832582531806533
fp_656,0.00022419720144528643
fp_686,0.00022126530937131386
fp_504,0.00022111671008743597
fp_836,0.0002184215292089231
fp_326,0.0002099914661034541
fp_979,0.0001942261264134363
fp_186,0.00019085876858737638
fp_304,0.00018921655694270623
fp_274,0.00018878894593536236
fp_188,0.00018767867266962965
fp_451,0.0001875437111321654
fp_862,0.00018395910092827705
fp_624,0.00018341243000800458
fp_369,0.00017761050228082276
fp_259,0.00017645297471576468
fp_417,0.00017642534457910455
fp_299,0.0001722561392228187
fp_540,0.00016761927184897699
fp_359,0.00016469589039284452
fp_525,0.00016399091245763073
fp_115,0.00016371996688983406
fp_4,0.0001620298491235387
fp_105,0.0001601849057968341
fp_597,0.00016010785928318358
fp_917,0.00015662543461351466
fp_312,0.00015264813071602656
fp_466,0.00015218878122487864
fp_351,0.0001496377863634546
fp_1015,0.00014775884414319762
fp_971,0.00014563793760872615
fp_371,0.0001454273524390167
fp_349,0.00013834577959207875
fp_601,0.00013785176719997386
fp_333,0.00013665502801337345
fp_539,0.00013496777705986526
fp_721,0.0001316115032580963
fp_90,0.00012992757073563657
fp_378,0.00012944637812806192
fp_1022,0.0001292100951548377
fp_387,0.00012893564509763866
fp_981,0.00012801153252772757
fp_350,0.00012522497672510605
fp_288,0.00012425635789981015
fp_902,0.00012388162491353918
fp_78,0.00011927347404246576
fp_435,0.00011873337386033207
fp_616,0.00011808215362318908
fp_136,0.00011692488568952146
fp_473,0.00011640674060039065
fp_823,0.00011448032253765413
fp_457,0.00011366326781529305
fp_162,0.00011349637896962417
fp_886,0.00011176020114593103
fp_456,0.00011089109658568574
fp_203,0.00011037717725696321
fp_416,0.00010987188456120418
fp_1009,0.00010849345043839609
fp_412,0.00010808971408223418
fp_872,0.00010751706271339145
fp_509,0.00010691246516258968
fp_268,0.00010671451018625285
fp_468,0.00010454094233758315
fp_700,0.00010405236380472971
fp_771,0.00010370357597248396
fp_17,0.00010267315088874351
fp_255,9.799201106330813e-05
fp_508,9.695426163913723e-05
fp_983,9.672403903060456e-05
fp_693,9.610572290156642e-05
fp_614,9.586898003181392e-05
fp_1,9.547959542910434e-05
fp_874,9.458560124464555e-05
fp_235,9.385636554008296e-05
fp_632,9.382575453265041e-05
fp_404,8.74892958449373e-05
fp_453,8.741544369953817e-05
fp_84,8.627205440647767e-05
fp_423,8.62422852637712e-05
fp_168,8.50521652134099e-05
fp_148,8.438429501422817e-05
fp_697,8.339963899680243e-05
fp_497,8.134488217096762e-05
fp_879,8.11043861939087e-05
fp_875,8.010809788757307e-05
fp_74,7.809010216645411e-05
fp_521,7.742755729678308e-05
fp_598,7.563981725792572e-05
fp_998,7.553380974719322e-05
fp_626,7.444835582196922e-05
fp_389,7.437157289580387e-05
fp_565,7.413701260579793e-05
fp_830,7.26293700565872e-05
fp_144,7.21496977457529e-05
fp_76,7.172019394844724e-05
fp_804,7.039862777384147e-05
fp_107,6.834897392626882e-05
fp_812,6.781770705299728e-05
fp_760,6.601445374761668e-05
fp_551,6.565270048186633e-05
fp_574,6.504714357232395e-05
fp_825,6.467711179203306e-05
fp_748,6.365093002846933e-05
fp_381,6.137306748399407e-05
