idx,y_pred,y_true,residual
0,4.856761,5.698970,-0.842209
1,3.807833,3.049218,0.758615
2,3.807649,2.903090,0.904559
3,4.920419,2.954243,1.966176
4,5.211516,3.908485,1.303031
5,4.591502,3.322219,1.269283
6,4.911370,5.301030,-0.389660
7,5.056087,4.086360,0.969727
8,5.513634,6.035710,-0.522076
9,5.026982,5.954243,-0.927261
10,5.579609,3.949390,1.630219
11,4.413883,5.742725,-1.328842
12,4.204157,3.661813,0.542344
13,4.814673,3.505150,1.309523
14,4.082621,5.094820,-1.012199
15,4.759262,3.397940,1.361322
16,5.091773,3.832509,1.259264
17,5.440695,5.602060,-0.161365
18,4.167670,5.238046,-1.070376
19,3.778798,3.079181,0.699617
20,3.581853,3.823474,-0.241621
21,4.258688,3.838849,0.419839
22,4.252902,3.505150,0.747752
24,5.140003,3.881385,1.258618
25,5.059451,5.576341,-0.516890
26,6.670439,6.823539,-0.153101
27,6.579243,6.397940,0.181303
28,6.411583,6.707570,-0.295987
31,5.511508,6.107549,-0.596041
33,6.323990,5.929419,0.394571
34,6.175737,6.531479,-0.355741
35,6.311957,6.414973,-0.103016
36,6.044008,6.372912,-0.328904
37,6.382669,6.384891,-0.002222
38,5.907301,6.325844,-0.418543
39,7.407850,7.000000,0.407850
40,6.613210,6.875061,-0.261851
41,6.719329,6.835056,-0.115727
42,6.796566,7.079181,-0.282615
43,5.457333,4.072985,1.384348
44,5.561660,5.113943,0.447717
45,4.069517,5.096910,-1.027393
46,5.412254,5.342423,0.069831
47,6.025277,6.240549,-0.215272
48,4.301050,5.278754,-0.977704
50,5.303666,5.023541,0.280125
52,6.101587,6.361728,-0.260140
53,6.160578,6.602060,-0.441482
54,5.749888,6.649335,-0.899447
55,6.160210,6.041393,0.118817
56,5.518558,5.901295,-0.382736
57,5.308832,6.447158,-1.138326
58,5.919348,4.681241,1.238107
60,5.118708,4.992819,0.125890
61,4.204582,3.204120,1.000462
62,6.064499,6.875061,-0.810562
63,6.738398,6.890980,-0.152581
64,6.245598,6.000000,0.245598
66,5.535277,6.397940,-0.862663
67,6.353470,6.447158,-0.093688
68,5.640291,7.267172,-1.626881
71,4.139012,4.127105,0.011907
72,6.035417,6.000000,0.035417
74,6.270770,6.024046,0.246724
75,2.572039,3.645422,-1.073383
76,4.275838,3.146128,1.129710
77,2.571671,2.875061,-0.303390
79,3.966799,3.313867,0.652931
80,4.431567,5.905796,-1.474229
81,4.163618,2.698970,1.464648
82,3.580189,4.146128,-0.565939
83,3.222820,3.243038,-0.020218
84,3.937660,2.653213,1.284447
85,4.329043,2.108903,2.220139
86,4.135111,3.778151,0.356959
87,4.134927,3.301030,0.833897
88,4.335672,3.000000,1.335672
89,4.431364,4.431364,-0.000000
90,4.138069,4.423246,-0.285177
91,4.516587,4.431364,0.085223
92,4.436035,5.544068,-1.108033
93,3.806266,3.000000,0.806266
94,4.624459,3.158362,1.466097
95,3.757148,2.740363,1.016785
96,3.911096,3.623249,0.287847
97,6.032932,5.375093,0.657840
98,6.299465,6.361728,-0.062263
100,6.836219,6.477121,0.359097
101,6.315052,7.021189,-0.706138
102,5.302526,3.413300,1.889227
103,5.128120,4.260071,0.868049
104,6.208237,6.000000,0.208237
105,6.145766,6.740363,-0.594596
106,6.530036,6.099232,0.430804
107,6.370395,6.431364,-0.060969
108,5.835750,4.646404,1.189346
110,6.535964,6.431364,0.104600
111,6.397977,6.192584,0.205393
112,6.107299,6.238046,-0.130747
113,6.098792,6.950851,-0.852059
114,6.292226,4.819544,1.472682
116,6.157414,6.612784,-0.455369
117,6.128494,5.716003,0.412490
118,6.327059,6.397940,-0.070881
119,5.831080,6.077259,-0.246179
120,6.179981,6.614897,-0.434916
121,5.463573,5.009026,0.454548
122,5.514843,5.373831,0.141012
123,5.888361,6.477121,-0.588760
125,6.169776,6.466868,-0.297092
126,6.448810,5.188084,1.260726
127,6.122088,6.079181,0.042907
128,6.000105,6.146128,-0.146023
129,6.053418,5.326336,0.727083
130,5.859486,6.768638,-0.909152
131,6.060232,5.485721,0.574511
132,6.248595,5.507073,0.741523
133,5.164217,5.083610,0.080607
134,6.236860,6.156852,0.080008
136,7.316079,7.252853,0.063226
137,6.669758,6.301030,0.368728
138,6.114157,6.477121,-0.362965
139,6.190526,6.361728,-0.171202
140,5.727687,6.079181,-0.351495
141,5.463070,4.396199,1.066871
142,6.129971,6.147058,-0.017087
143,6.152447,5.195457,0.956991
144,6.347732,5.643551,0.704180
145,5.480420,6.016197,-0.535778
146,6.321632,6.079181,0.242451
147,6.091403,6.146128,-0.054725
148,5.634001,6.000000,-0.365999
149,4.138578,4.113943,0.024634
150,5.782282,6.577492,-0.795210
151,6.607636,5.472756,1.134879
152,6.315133,6.334454,-0.019321
153,6.414190,7.276921,-0.862732
154,4.808267,4.819544,-0.011277
155,7.022219,7.483587,-0.461368
156,7.629755,8.041393,-0.411638
157,7.118052,7.477121,-0.359070
158,7.246762,6.479394,0.767368
159,7.533003,7.477121,0.055881
160,6.587053,6.320146,0.266907
161,6.286395,6.397940,-0.111545
163,6.586501,6.201397,0.385104
164,6.642764,6.986772,-0.344008
165,6.431255,6.474216,-0.042961
166,6.402334,6.004136,0.398198
167,6.497744,6.477121,0.020623
169,7.010180,8.122544,-1.112364
170,6.437011,6.281033,0.155978
171,6.300149,5.953421,0.346727
172,5.912441,6.518514,-0.606073
174,6.190916,6.348305,-0.157389
175,-0.054126,1.954243,-2.008368
176,2.187765,2.602060,-0.414295
177,2.252375,1.301030,0.951345
178,2.077969,1.954918,0.123051
