SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,Source
[*]C(CCCCC(OCCCCO[*])=O)=O,O=C([*])C(C)O[*],,4,10.3390_ma13214897_part_3.txt_¶Î1_Material1
[*]C(CCCCC(OCCCCO[*])=O)=O,O=C([*])C(C)O[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,6.049218022670182,10.1021_acsomega.8b00823_part_1.txt_¶Î1_Material1
[*]C(CCCCC(OCCCCO[*])=O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,4.826074802700826,10.1002_polb.24139_part_3.txt_¶Î1_Material1
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]C(CCCCCO[*])=O,,5.760422483423212,10.1016_j.eurpolymj.2018.09.036_part_3.txt_¶Î1_Material2
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]C(CCCCCO[*])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,4.041392685158225,10.4028_www.scientific.net_kem.816.187_part_1.txt_¶Î1_Material3
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,,5.00987563371216,10.1016_j.polymertesting.2018.07.009_part_3.txt_¶Î1_Material2
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,5.02938377768521,10.1016_j.ijbiomac.2021.04.102_part_1.txt_¶Î1_Material1
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CC(C1=CC=CC=C1)[*],[*]OC1C(C(OC(C1O)OC2C3C(C(OC2CO3)[*])O)CO)O,5.544811911757776,10.1021_acsapm.0c00892_part_1.txt_¶Î1_Material1
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CC(OC(O[*])=O)C,,5.041392685158225,10.1007_s11814-017-0066-5_part_2.txt_¶Î1_Material1
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CC([*])Cl,,5.61066016308988,10.1007_s00289-014-1137-y_part_4.txt_¶Î1_Material2
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]OCC[*],,5.045322978786658,10.1002_app.44498_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,,,4.0178677189635055,10.1179_1432891714z.0000000001089_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,C/C(C[*])=C/C[*],,5.96189547366785,10.1007_s10924-012-0567-6_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,C[Si](O[*])(C)[*],,4.022428371185487,10.1016_j.matlet.2014.05.184_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,4.468347330412158,10.1007_s00289-020-03473-0_part_5.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,5.748188027006201,10.1002_pc.25539_part_4.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,4.389095173354185,10.1021_acsabm.0c01084_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C([H])([H])C(O)([H])[*],4.17897694729317,10.1007_s10934-015-9998-5_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,O=C([*])C(C)O[*],,5.781036938621132,10.1002_pc.22488_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,O=C([*])CCCCCO[*],,4,10.1016_j.actbio.2016.12.008_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,4.812913356642856,10.1039_c7tb00419b_part_6.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,O=C1CCCN1C([*])C[*],,5.68930885912362,10.1016_j.polymer.2011.06.039_part_1.txt_¶Î1_Material4
[*]C(CCCCCO[*])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,5.851258348719076,10.1177_0885328217733849_part_2.txt_¶Î1_Material3
[*]C(CCCCCO[*])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]C1=CC=C([*])N1,5.189209489582306,10.1016_j.compositesa.2010.06.014_part_2.txt_¶Î1_Material4
[*]C(CCCCCO[*])=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,4.049218022670182,10.1016_j.carbpol.2014.10.071_part_4.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,4.7160033436348,10.1016_j.scp.2021.100404_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,OCC1OC(C(C(C1O)O[*])O)OC2C(C(C(OC2COS(=O)(O)=O)[*])NC(C)=O)O,,6.763427993562937,10.4188_jte.63.1_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,3.832508912706236,10.3390_ma13173853_part_3.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C(C)C(OCC(O[*])=O)=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,5.079181246047625,10.1002_pc.26081_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C(CCCCC(OCCCCO[*])=O)=O,,3.4771212547196626,10.1016_j.polymertesting.2019.05.004_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C(CCCCCO[*])=O,,5.285557309007774,10.1016_j.ijbiomac.2021.05.163_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C(CCCCCO[*])=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,6.2552725051033065,10.1002_app.43445_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C(CCCCCO[*])=O,[*]C(C1=CC=C(C(NC2=CC=C(N[*])C=C2)=O)C=C1)=O,4.845098040014257,10.3390_polym2020071_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C(CCCCCO[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,6.079181246047625,10.1039_c3nj01647a_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,4.4048337166199385,10.1002_app.38408_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,4.79982283099332,10.1002_marc.201600414_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C([H])([H])C(O)([H])[*],,6.698970004336019,10.3390_ma11061006_part_2.txt_¶Î1_Material3
[*]C(CCCCCO[*])=O,[*]C([H])([H])C(O)([H])[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,3.494154594018443,10.1088_1758-5082_5_3_035006_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C([H])([H])C(O)([H])[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,6.079181246047625,10.1016_j.ijpharm.2017.12.045_part_8.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,4.017033339298781,10.1038_s41598-019-39457-y_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C1=CC=C([*])N1,,4.544068044350276,10.3389_fbioe.2019.00266_part_3.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,3.342422680822206,10.1016_j.cej.2015.04.038_part_2.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,O=C(N)C([*])C[*],4.1027766148834415,10.1049_mnl.2018.5806_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,[*]OCC[*],3.9190780923760737,10.1016_j.jcis.2014.05.065_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,,6,10.1016_j.bioactmat.2020.02.006_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,[*]C(CCCCCO[*])=O,5.7363965022766426,10.1007_s10965-015-0817-0_part_2.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]CC(C#N)[*],,4.562173863364649,10.1007_s12221-018-8233-9_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC(C#N)[*],[*]CC(C#N)[*],4.445604203273597,10.3390_bioengineering8020024_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*],,5.477121254719663,10.1002_mame.201700463_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC(C1=CC=CC=C1)C/C=C/C[*],,5.064457989226918,10.1007_s10924-019-01522-y_part_2.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]CC(C1=CC=CC=C1)[*],,7.176091259055681,10.1149_1945-7111_aba3fd_part_2.txt_¶Î1_Material4
[*]C(CCCCCO[*])=O,[*]CC(CC(C#N)[*])C1=CC=CC=C1,,6.041392685158225,10.1016_j.polymer.2019.121984_part_1.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,5.541579243946581,10.1002_app.49886_part_3.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,,4.994317152669637,10.1039_c7qm00600d_part_4.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC([*])Cl,,5.079181246047625,10.1016_j.polymer.2016.09.079_part_3.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC=CCCC(C#N)[*],,4.54282542695918,10.1016_j.matdes.2019.108210_part_5.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CCN[*],,6.477121254719663,10.1177_0040517520912478_part_3.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]CC[*],,5.571708831808688,10.3390_polym11111874_part_4.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,,6.633468455579586,10.1039_c5cc03137k_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,6.363047594521094,10.1039_c6py01933a_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,4.212187604403958,10.1177_1528083721991595_part_4.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,4.972619339059624,10.1007_s00289-019-02756-5_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]C1=CC=C([*])N1,6.079181246047625,10.1016_j.mseb.2019.114440_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,5.073791642808014,10.1002_pat.4134_part_2.txt_¶Î1_Material3
[*]C(CCCCCO[*])=O,[*]NC(C(O)=O)CCC([*])=O,,4.704853744566289,10.1177_0040517518775923_part_2.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,5.518513939877887,10.3390_polym12112587_part_1.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,4.953663063747091,10.1007_s12221-020-1147-3_part_1.txt_¶Î1_Material4
[*]C(CCCCCO[*])=O,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,4.792391689498253,10.1016_j.polymer.2018.06.024_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]OCC[*],,4.117271295655764,10.1080_1023666x.2019.1598641_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]OCC[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,6.3979400086720375,10.1016_j.msec.2020.111696_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]OCC[*],[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,4.568201724066995,10.2147_ijn.s175619_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]OCC[*],[*]OCC[*],4.357172257723033,10.3390_polym9050183_part_2.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[*]O[C@H](C)CC([*])=O,,5.089905111439398,10.3390_ma13173853_part_3.txt_¶Î1_Material2
[*]C(CCCCCO[*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,4.683947130751513,10.1002_pc.22191_part_1.txt_¶Î1_Material1
[*]C(CCCCCO[*])=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,5.903089986991944,10.1002_bip.22016_part_1.txt_¶Î1_Material1
[*]C(F)(C(F)([*])F)F,,,5.390122251506701,10.1088_2053-1591_aa68b6_part_2.txt_¶Î1_Material1
[*]C(F)(C(F)([*])F)F,COC(C(C[*])([*])C)=O,,5.477121254719663,10.1016_j.apsusc.2018.12.229_part_1.txt_¶Î1_Material1
[*]C(F)(C(F)([*])F)F,O=C([*])CCCCCN[*],,6.4623979978989565,10.1177_0892705713484742_part_1.txt_¶Î1_Material1
[*]C(F)(C(F)([*])F)F,[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,,4.76789761601809,10.1016_j.matlet.2016.06.074_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,,4.743509764728429,10.1007_s00289-017-2088-x_part_5.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C/C(C[*])=C/C[*],,4.643452676486188,10.1007_s13233-014-2077-y_part_1.txt_¶Î1_Material2
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,CCCCCCC1=C(SC([*])=C1)[*],,5.811709026696192,10.1002_app.38397_part_2.txt_¶Î1_Material2
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,COC(C(C[*])([*])C)=O,,4.887054378050957,10.1016_j.compscitech.2013.08.011_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C[Si](C)(C[*])O[*],,3.857332496431269,10.5254_rct.15.84885_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C[Si](O[*])(C)[*],,3.792391689498254,10.4236_ojsta.2015.43005_OA_part_3.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C[Si](O[*])(C)[*],O=C1CCCN1C([*])C[*],3.763427993562937,10.1016_j.actbio.2021.04.055_part_3.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C[Si](O[*])(C)[*],[*]CCCC([*])C(OC)=O,3.544068044350276,10.1002_app.45164_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,C[Si](O[*])(C)[*],[*]CCN[*],3.9242792860618816,10.1016_j.actbio.2021.04.055_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],6.3979400086720375,10.1002_pc.24864_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C(O)C([*])C[*],,4.382017042574868,10.1016_j.polymer.2013.07.005_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C([*])C(C)O[*],,6.079181246047625,10.1088_1361-665x_aab417_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,5.658011396657113,10.1080_03602559.2012.671426_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,O=C1CCCN1C([*])C[*],,3.8790958795000727,10.1016_j.matdes.2013.11.029_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(C)C[*],,6.079181246047625,10.4028_www.scientific.net_amr.849.121_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(CCCCCO[*])=O,,4.495544337546448,10.1177_0095244314568691_part_3.txt_¶Î1_Material3
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,6.102135154272175,10.1002_app.41849_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,5.176091259055681,10.1002_pen.24532_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C(OCCCO[*])=O,,3.462397997898956,10.1021_bm2007218_part_2.txt_¶Î1_Material2
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,6.049218022670182,10.1002_app.51014_part_2.txt_¶Î1_Material3
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C1=CC=C([*])N1,,4.303196057420489,10.1016_j.synthmet.2020.116414_part_2.txt_¶Î1_Material2
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,3.6989700043360174,10.1016_j.carbpol.2018.12.090_part_4.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,,4.817565369559781,10.1016_j.carbpol.2011.09.098_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C#N)[*],,5.505149978319906,10.1007_s10965-010-9438-9_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],,4.3979400086720375,10.1088_1361-665x_ab20a2_part_3.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,4.721810615212546,10.1002_pc.24387_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC=CCCC(C#N)[*],,4.505149978319906,10.1007_s13233-014-2077-y_part_1.txt_¶Î1_Material3
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CC=CCCC(C#N)[*],[*]CC=CCCC(C#N)[*],3.2380461031287955,10.3390_polym11101663_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,,4.5910646070265,10.1007_s13233-014-2077-y_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,4.8221680793680175,10.1016_j.porgcoat.2014.03.011_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,,3.230448921378274,10.3390_polym10121338_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[*]OCC[*],,2.6020599913279625,10.1007_s10853-016-0689-7_part_1.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,3.008600171761917,10.1002_app.39670_part_2.txt_¶Î1_Material1
[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,[H]N(C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C(OCCO[*])=O)[H])C([*])=O,,5.949390006644912,10.1080_03602559.2013.820757_part_2.txt_¶Î1_Material1
[*]C(OCCCO[*])=O,[*]C(CCCCCO[*])=O,,6.778151250383644,10.1002_smll.201800821_part_3.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,,7,10.1080_09205063.2013.825752_part_1.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,CC(CO[*])[*],,5.331589240955137,10.1002_app.45299_part_1.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,C[Si](O[*])(C)[*],,5.176091259055681,10.1002_app.40211_part_1.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.170555058521209,10.1080_00222341003652260_part_2.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,6.146128035678238,10.3390_ma8020408_part_2.txt_¶Î1_Material2
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C(O[*])CCCCCCCCCCN[*],,5.982271233039568,10.1002_pi.4618_part_1.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C([*])CCCCCO[*],,6.209246848753374,10.1016_j.eurpolymj.2017.11.040_part_2.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,5.750045312011768,10.3390_pr9010088_part_2.txt_¶Î1_Material2
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,5.401055725771844,10.1016_j.carbpol.2017.09.046_part_2.txt_¶Î1_Material2
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(C(O[*])C)=O,,6.419129307741976,10.1007_s00289-015-1595-x_part_3.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,6.380211241711606,10.1016_j.eurpolymj.2013.06.038_part_2.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(C=C1)=CC=C1S[*],,6.505149978319906,10.1002_pol.20190192_part_2.txt_¶Î1_Material1
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(CCCCC(OCCCCO[*])=O)=O,,6.204119982655925,10.1016_j.eurpolymj.2018.01.037_part_3.txt_¶Î1_Material2
