SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,Source
[*]NC(CCCCNC(C(C)=C)=O)C(N1CCCC1C(NCC(N2CC(O)CC2C(NC(COC(C(C)=C)=O)C(NCC([*])=O)=O)=O)=O)=O)=O,[*]OCC[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,5.698970004336019,GelMA¸´ºÏË®Äý½ºµÄÖÆ±¸ÓëÐÔÄÜ-ÀîæÂæÂ.pdf
C/C(C[*])=C/C[*],,,3.049218022670181,10.1002_pc.22242_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],C/C(C[*])=C/C[*],,2.903089986991944,10.1134_s0965545x13020119_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],COC(C(C[*])([*])C)=O,,2.9542425094393248,10.1177_0021998316689721_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,3.90848501887865,10.1080_00218464.2019.1707674_part_2.txt_¶Î1_Material1
C/C(C[*])=C/C[*],O=C1CCCN1C([*])C[*],,3.322219294733919,10.1088_1757-899x_801_1_012091_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],OC(COCC1OC(OC2C(COCC(O)=O)OC([*])C(O)C2O)C(O)C(O)C1O[*])=O,,5.301029995663981,10.1007_s10570-021-04082-4_part_2.txt_¶Î1_Material1
C/C(C[*])=C/C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,4.086359830674748,10.1002_mame.201000444_part_2.txt_¶Î1_Material1
C/C(C[*])=C/C[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,6.035709837827862,10.3390_polym13030468_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]C(C)C[*],,5.954242509439325,10.15282_ijame.8.2013.19.0107_OA_part_3.txt_¶Î1_Material3
C/C(C[*])=C/C[*],[*]C(C)C[*],[*]C(C)C[*],3.949390006644913,10.7454_mst.v17i3.2926_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]C(CCCCCO[*])=O,,5.742725131304698,10.1016_j.polymertesting.2017.04.024_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,3.661812685537261,10.4028_www.scientific.net_amr.844.93_part_1.txt_¶Î1_Material4
C/C(C[*])=C/C[*],[*]C([H])([H])C(O)([H])[*],,3.505149978319906,10.5254_1.3673424_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]C1C(C(C(OC1C(O[Na])=O)OC2C(C(O[Na])=O)OC(O[*])C(O)C2O)O)O,,5.0948203803548,10.1016_j.compositesa.2021.106601_part_2.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],,3.397940008672037,10.1063_5.0017936_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]CC([*])Cl,,3.832508912706236,10.1002_app.38997_part_1.txt_¶Î1_Material2
C/C(C[*])=C/C[*],[*]CC([*])Cl,[*]CC=CCCC(C#N)[*],5.6020599913279625,10.1088_1757-899x_509_1_012146_part_2.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]CC=CCCC(C#N)[*],,5.238046103128795,10.1016_j.polymer.2018.10.012_part_3.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]CC=CCCC(C1=CC=CC=C1)[*],,3.0791812460476247,10.4028_www.scientific.net_msf.695.332_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]CC=CCCC(C1=CC=CC=C1)[*],C/C(C[*])=C/C[*],3.823474229170301,10.1002_pc.22489_part_2.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]CCCC(C(O)=O)[*],[*]C(CCCCCO[*])=O,3.838849090737255,10.1016_j.eurpolymj.2021.110488_part_1.txt_¶Î1_Material2
C/C(C[*])=C/C[*],[*]CCCC(C1C([*])C2CC1C/C2=C/C)C,,3.505149978319906,10.1080_1023666x.2015.1050905_part_2.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]CCCC([*])OC(C)=O,,6.041392685158225,10.15282_ijame.8.2013.19.0107_OA_part_3.txt_¶Î1_Material5
C/C(C[*])=C/C[*],[*]CCN[*],,3.8813846567705728,10.1007_s10118-016-1794-4_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]CC[*],,5.576341350205793,10.1177_096739111602400913_part_1.txt_¶Î1_Material1
C/C(C[*])=C/C[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,6.823539433656859,10.1016_j.polymer.2015.06.045_part_4.txt_¶Î1_Material1
CC(C=C([*])C=C1C)=C1O[*],,,6.3979400086720375,10.1039_c3py00005b_part_1.txt_¶Î1_Material9
CC(C=C([*])C=C1C)=C1O[*],[*]C(C)C[*],,6.707570176097937,10.1515_epoly.2010.10.1.336_part_2.txt_¶Î1_Material1
CC(C=C([*])C=C1C)=C1O[*],[*]CC(CC(C#N)[*])C1=CC=CC=C1,,6.3979400086720375,10.1007_s00396-021-04820-x_part_2.txt_¶Î1_Material2
CC(CC(C(C(O1)=O)CC1=O)[*])C[*],,,6.558708570533166,10.1177_09673911211009369_part_1.txt_¶Î1_Material1
CC(CC(C(C(O1)=O)CC1=O)[*])C[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],,6.107549129744687,10.1016_j.compscitech.2015.01.001_part_1.txt_¶Î1_Material1
CC(CC(C(C(O1)=O)CC1=O)[*])C[*],O=C1C([*])C(CC[*])C(O1)=O,,4.193681029541281,10.1007_s10924-018-1296-2_part_1.txt_¶Î1_Material1
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,,,5.929418925714293,10.1177_0731684413518828_part_1.txt_¶Î1_Material1
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,COC(C(C[*])([*])C)=O,,6.531478917042255,10.1016_j.polymer.2015.07.016_part_1.txt_¶Î1_Material3
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.414973347970818,10.3390_polym13111878_part_2.txt_¶Î1_Material1
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,[*]C(F)(C(F)([*])F)F,,6.372912002970106,10.1016_j.triboint.2016.03.013_part_1.txt_¶Î1_Material1
CC(COC(C(CC(C(C(C(OC(C)C)=O)C1=CC=CC=C1)C(OCC(OC(C2=CC=CC=C2C(O)=O)=O)C)=O)C3=CC=CC=C3)C(C(OC(C)C[*])=O)C4=CC=CC=C4)=O)OC(C5=CC=CC=C5C(O[*])=O)=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,[*]OC1OC(CO)C(OC2C(O)C(O)C([*])C(CO)O2)C(O)C1O,6.384890796530554,10.1080_15685543.2013.830513_part_2.txt_¶Î1_Material1
CC(CO[*])[*],,,6.325843928293292,10.1016_j.conbuildmat.2021.122388_part_3.txt_¶Î1_Material1
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,,7,10.1007_s11356-019-07280-7_part_2.txt_¶Î1_Material1
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[*]C([H])([H])C(O)([H])[*],,6.8750612633917,10.1515_epoly.2010.10.1.1567_part_1.txt_¶Î1_Material1
CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.835056101720117,10.1016_j.matdes.2019.108077_part_1.txt_¶Î1_Material1
CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,,,7.079181246047625,10.1021_bm500566m_part_1.txt_¶Î1_Material2
CC(NC1C([C@@H](C(O[C@H]1O[*])CO)O[C@@H]2OC([C@H]([C@@H](C2NC(C)=O)O)[*])CO)O)=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,4.072984744627931,10.1021_acs.jafc.9b00984_part_1.txt_¶Î1_Material1
CCCCCCC1=C(SC([*])=C1)[*],,,5.113943352306837,10.3390_polym11071195_part_2.txt_¶Î1_Material1
CCCCCCC1=C(SC([*])=C1)[*],C[Si](O[*])(C)[*],,5.096910013008056,10.1021_acs.macromol.9b02573_part_2.txt_¶Î1_Material1
CCCCCCC1=C(SC([*])=C1)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,5.342422680822207,10.3390_polym11071195_part_2.txt_¶Î1_Material2
COC(C(C[*])([*])C)=O,COC(C(C[*])([*])C)=O,,6.2405492482826,10.1002_adv.21749_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,C[Si](O[*])(C)[*],,5.278753600952829,10.1039_c7sm00574a_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.2552725051033065,10.1590_0104-1428.1924_part_1.txt_¶Î1_Material2
COC(C(C[*])([*])C)=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,5.023540521554854,10.1016_j.msec.2019.110378_part_1.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,O=C1CCCN1C([*])C[*],,6.313867220369153,10.18280_rcma.330503_OA_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,6.361727836017593,10.1080_10667857.2018.1541212_part_1.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.6020599913279625,10.1021_acsomega.9b00388_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,OCC1OC(C(C(C1O[*])O)NC(C)=O)OC2C(O)C(C(OC2CO)[*])NC(C)=O,,6.649334858712142,10.1016_j.matdes.2013.11.057_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,6.041392685158225,10.1007_s10570-018-1725-3_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]C(CCCCCO[*])=O,,5.901294817165567,10.1111_ijac.13298_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,6.447158031342219,10.1016_j.wear.2017.11.024_part_1.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]C([H])([H])C(O)([H])[*],,4.681241237375588,10.56294_sctconf2024873_OA_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]CC(C#N)[*],,5.81504617606463,10.1177_0021998311431995_part_1.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]CC(C(OCC)=O)[*],COC(C(C[*])([*])C)=O,4.992818520066679,10.1007_s42452-019-0710-2_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]CC(C)(C(OCCO)=O)[*],,3.204119982655925,10.1002_pen.24931_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]CC(C1=CC=CC=C1)[*],,6.8750612633917,10.1007_s10570-010-9487-6_part_1.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.8909795969896885,10.1016_j.jngse.2020.103790_part_1.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]CCN[*],,6,10.1021_ie4043196_part_1.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]NC(C(N1CCCC1C(NCC(N2CC(CC2C(NC(C(NCC([*])=O)=O)CO)=O)O)=O)=O)=O)CCCCN,,4.5003737143533735,10.1007_s12221-012-0994-y_part_1.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,6.3979400086720375,10.1007_s42452-020-2546-1_part_2.txt_¶Î1_Material1
COC(C(C[*])([*])C)=O,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,6.447158031342219,10.1002_app.51237_part_2.txt_¶Î1_Material2
COC(C(C[*])([*])C)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,7.267171728403014,10.32434_0321-4095-2020-133-6-83-90_OA_part_2.txt_¶Î1_Material3
COC(C(C[*])([*])C)=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,5.045714058940868,10.1177_0731684415577236_part_2.txt_¶Î1_Material1
COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],,,6.230448921378274,10.1007_s10924-018-1260-1_part_1.txt_¶Î1_Material2
COCC1OC(OC2C(CO)OC(O[*])C(OC)C2OC)C(OC)C(O)C1O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,4.127104798364807,10.1590_01047760201723042303_part_2.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],[*]CC(C#N)[*],,6,10.1007_s10853-011-5965-y_part_1.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,5.715167357848458,10.1002_app.48641_part_1.txt_¶Î1_Material1
C[Si](C)(C[*])O[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,,6.024046225131059,10.1039_c9sm01952a_part_4.txt_¶Î1_Material4
C[Si](O[*])(C)[*],,,3.645422269349092,10.1002_app.36479_part_2.txt_¶Î1_Material2
C[Si](O[*])(C)[*],C[Si](C)(C[*])O[*],,3.146128035678238,10.1002_admt.202000374_part_1.txt_¶Î1_Material1
C[Si](O[*])(C)[*],C[Si](O[*])(C)[*],,2.8750612633917,10.1088_0960-1317_21_2_027002_part_1.txt_¶Î1_Material1
C[Si](O[*])(C)[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,3.3010299956639813,10.1016_j.apsusc.2015.05.063_part_2.txt_¶Î1_Material1
C[Si](O[*])(C)[*],O=C1CCCN1C([*])C[*],,3.3138672203691533,10.1002_pen.24240_part_1.txt_¶Î1_Material4
C[Si](O[*])(C)[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,5.905795880367869,10.3390_polym10091000_part_1.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]C(F)(C(F)([*])F)F,,2.6989700043360187,10.1088_0960-1317_22_1_015013_part_1.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]C(N(CN(C(OCOC(N(CN(C(OCCO[*])=O)[H])[H])=O)=O)[H])[H])=O,,4.146128035678238,10.1038_s41427-024-00546-8_OA_part_1.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]C/C=C(C[*])\Cl,,3.2430380486862944,10.1088_1361-665x_aa7a49_part_2.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]C1=CC=C([*])N1,,2.6532125137753435,10.1016_j.progpolymsci.2018.06.001_part_8.txt_¶Î1_Material2
C[Si](O[*])(C)[*],[*]CC(C#N)[*],,2.1089031276673134,10.1002_app.44780_part_2.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]CC(C1=CC=C(C=C1)S(=O)([O-])=O)[*],,3.7781512503836434,10.1021_jp3071458_part_1.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],,3.3010299956639813,10.22190_fume221205002k_OA_part_2.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]CC(C1=CC=CC=C1)[*],,3,10.1007_s10404-018-2152-3_part_1.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]CC1=CC=C(C(Cl)=C1)C[*],,4.431363764158987,10.1016_j.jmbbm.2016.01.014_part_2.txt_¶Î1_Material3
C[Si](O[*])(C)[*],[*]CCC(CCCCCC)C[*],,4.423245873936808,10.1080_09205063.2020.1856300_part_3.txt_¶Î1_Material2
C[Si](O[*])(C)[*],[*]CCN[*],,4.431363764158987,10.1016_j.jmbbm.2016.01.014_part_2.txt_¶Î1_Material2
C[Si](O[*])(C)[*],[*]CC[*],,5.544068044350276,10.1002_app.46192_part_2.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,3,10.1002_pc.24445_part_2.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,3.1583624920952498,10.1039_d0tb02465a_part_2.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[*]OCC[*],,2.740362689494244,10.3390_polym12071520_part_2.txt_¶Î1_Material1
C[Si](O[*])(C)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,3.6232492903979,10.1016_j.apsusc.2012.10.043_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,,5.375092713083399,10.1007_s12221-017-1064-2_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],CC(C=C([*])C=C1C)=C1O[*],,6.361727836017593,10.1007_s13233-020-8075-3_part_2.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],COC(C(C[*])([*])C)=O,,6.409933123331294,10.1016_j.polymdegradstab.2017.11.001_part_6.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],,6.477121254719663,10.4028_www.scientific.net_amr.912-914.445_part_3.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,7.021189299069938,10.1590_1516-1439.281914_part_2.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,3.413299764081252,10.5301_jabfm.5000189_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C(O)C([*])C[*],,4.260071387985075,10.1016_j.reactfunctpolym.2017.11.001_part_1.txt_¶Î1_Material4
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])C(C)O[*],,6,10.1051_matecconf_201925302005_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],,6.740362689494244,10.1177_0954008316661616_part_3.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.099231615080882,10.1016_j.compscitech.2012.01.008_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])CCCCCN[*],,6.431363764158987,10.1016_j.compositesb.2021.108928_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])CCCCCN[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],4.6464037262230695,10.1177_1558925019868807_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.142702245737616,10.4028_www.scientific.net_amr.750-752.858_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,6.431363764158987,10.1002_app.42608_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC=CCCC(C#N)[*],6.19258417809083,10.1080_03602559.2013.763349_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.238046103128795,10.1021_acs.iecr.8b06362_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OCC(C(C(C1N)O)O[*])OC1OC2C(OC(C(C2O)N)[*])CO,,6.950851458888547,10.1016_j.colsurfa.2019.05.090_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OCC1OC(C(C(C1O[*])O)O)[*],,4.819543935541868,10.1177_0040517511407381_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,4.716504163773217,10.1088_2053-1591_ab5d53_part_3.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OCC1OC(OC2C(O)C(O)C(O[*])OC2CO)C(O)C(O)C1[*],,6.612783856719736,10.18280_rcma.320204_OA_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(C)C[*],,5.7160033436348,10.1007_s00289-016-1748-6_part_3.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(C)C[*],[*]C(C)C[*],6.3979400086720375,10.1002_pc.24470_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(C)C[*],[*]CCCC([*])OC(C)=O,6.077258863692948,10.1016_j.matpr.2018.07.046_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,6.614897216033135,10.1002_adv.21918_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(CCCCC(OCCCCO[*])=O)=O,,5.00902574208691,10.1016_j.matpr.2017.06.173_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(CCCCCO[*])=O,,5.37383114507383,10.1016_j.polymer.2020.122573_part_2.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(F)(C(F)([*])F)F,,6.477121254719663,10.1080_03602559.2016.1247281_part_6.txt_¶Î1_Material2
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C([H])([H])C(O)([H])[*],,4.862250674597925,10.1016_j.colsurfa.2013.07.014_part_2.txt_¶Î1_Material4
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C/C=C/C[*],,6.466867620354109,10.1007_s42452-019-1406-3_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,5.188084373714938,10.1007_s13233-016-4140-3_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,,6.079181246047625,10.1016_j.jiec.2015.03.022_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O[*])CO)CO)CO,,6.146128035678238,10.1007_s10924-021-02073-x_part_2.txt_¶Î1_Material3
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(C#N)[*],,5.326335860928752,10.1002_pc.23015_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],,6.768638101247615,10.26599_nr.2025.94907500_OA_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(C1=CC=CC=C1)[*],,5.48572142648158,10.1016_j.polymertesting.2020.106755_part_1.txt_¶Î1_Material3
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,5.507072896756503,10.1177_204124791700800403_part_3.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[*]CC(C1=CC=CC=C1)[*],5.08361010516231,10.1177_204124791700800403_part_2.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,6.156851901070011,10.1002_pi.6079_part_1.txt_¶Î1_Material1
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,5.676693609624866,10.1039_c6gc01198e_part_2.txt_¶Î1_Material1
