idx,y_pred,y_true,residual
0,5.048176,5.698970,-0.650794
1,3.930734,3.049218,0.881516
2,3.930556,2.903090,1.027466
3,4.986303,2.954243,2.032061
4,5.304286,3.908485,1.395801
5,4.744305,3.322219,1.422086
6,4.865436,5.301030,-0.435594
7,5.127832,4.086360,1.041472
8,5.548312,6.035710,-0.487398
9,4.977113,5.954243,-0.977130
10,5.430364,3.949390,1.480974
11,4.492772,5.742725,-1.249953
12,4.251771,3.661813,0.589958
15,4.777701,3.397940,1.379761
16,5.222056,3.832509,1.389547
17,5.357538,5.602060,-0.244522
18,4.208712,5.238046,-1.029334
19,3.964191,3.079181,0.885010
22,4.315118,3.505150,0.809968
23,4.721260,6.041393,-1.320133
24,5.245574,3.881385,1.364189
25,5.112438,5.576341,-0.463903
26,6.424175,6.823539,-0.399364
27,6.475899,6.397940,0.077959
28,6.248627,6.707570,-0.458943
29,6.721904,6.397940,0.323964
30,5.734374,6.558709,-0.824334
31,5.734196,6.107549,-0.373353
32,5.665450,4.193681,1.471769
33,6.170493,5.929419,0.241074
35,6.245574,6.414973,-0.169399
36,6.061400,6.372912,-0.311512
37,6.383036,6.384891,-0.001855
38,5.905388,6.325844,-0.420456
39,7.366814,7.000000,0.366814
41,6.637566,6.835056,-0.197490
42,6.811853,7.079181,-0.267328
43,5.625164,4.072985,1.552179
44,5.530831,5.113943,0.416887
45,4.108490,5.096910,-0.988420
46,5.431252,5.342423,0.088829
47,6.034395,6.240549,-0.206155
48,4.360005,5.278754,-0.918749
49,5.994573,6.255273,-0.260699
50,5.410453,5.023541,0.386912
51,5.792040,6.313867,-0.521827
52,6.198920,6.361728,-0.162808
53,6.175567,6.602060,-0.426493
54,5.788161,6.649335,-0.861174
55,6.175210,6.041393,0.133818
56,5.540685,5.901295,-0.360609
57,5.299684,6.447158,-1.147474
58,5.919535,4.681241,1.238294
59,5.945029,5.815046,0.129983
60,5.416108,4.992819,0.423289
61,4.061754,3.204120,0.857634
