SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,Swelling Ratio (times),Source,Young's Modulus (kPa)
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],OCC1OC(C(C(C1O[*])O)O)[*],,4.819543935541868,,10.1177_0040517511407381_part_1.txt_段1_Material1,65999.99999999994
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(C)C[*],,5.7160033436348,,10.1007_s00289-016-1748-6_part_3.txt_段1_Material1,520000.0000000014
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,6.614897216033135,,10.1002_adv.21918_part_1.txt_段1_Material1,4120000.000000008
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(CCCCC(OCCCCO[*])=O)=O,,5.00902574208691,,10.1016_j.matpr.2017.06.173_part_2.txt_段1_Material1,102100.00000000004
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(CCCCCO[*])=O,,5.37383114507383,,10.1016_j.polymer.2020.122573_part_2.txt_段1_Material2,236500.0
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C(F)(C(F)([*])F)F,,6.477121254719663,,10.1080_03602559.2016.1247281_part_6.txt_段1_Material2,3000000.000000001
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C([H])([H])C(O)([H])[*],,4.862250674597925,,10.1016_j.colsurfa.2013.07.014_part_2.txt_段1_Material4,72819.99999999994
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C/C=C/C[*],,6.466867620354109,,10.1007_s42452-019-1406-3_part_2.txt_段1_Material1,2929999.9999999977
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,5.188084373714938,,10.1007_s13233-016-4140-3_part_1.txt_段1_Material1,154199.99999999994
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,,6.079181246047625,,10.1016_j.jiec.2015.03.022_part_1.txt_段1_Material1,1200000.0000000007
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(C#N)[*],,5.326335860928752,,10.1002_pc.23015_part_1.txt_段1_Material1,212000.0000000001
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(C1=CC=C(C=C1)S(O)(=O)=O)[*],,6.768638101247615,,10.26599_nr.2025.94907500_OA_part_1.txt_段1_Material1,5870000.000000006
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(C1=CC=CC=C1)[*],,5.48572142648158,,10.1016_j.polymertesting.2020.106755_part_1.txt_段1_Material3,305999.99999999977
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,5.507072896756503,,10.1177_204124791700800403_part_3.txt_段1_Material1,321419.9999999998
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,5.676693609624866,,10.1039_c6gc01198e_part_2.txt_段1_Material1,474999.99999999977
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CC([*])Cl,,6.361727836017593,,10.3139_217.3307_part_2.txt_段1_Material2,2300000.000000001
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]NC(C(O)=O)CCC([*])=O,,6.14705767102836,,10.3390_polym13030452_part_3.txt_段1_Material1,1403000.000000001
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]OCC[*],,6.016197353512439,,10.1016_j.polymer.2015.09.024_part_3.txt_段1_Material3,1037999.9999999997
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]O[C@H](C)CC([*])=O,,6.146128035678238,,10.1007_s10924-021-02073-x_part_2.txt_段1_Material2,1400000.0000000005
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.0,,10.1002_app.41246_part_1.txt_段1_Material1,1000000.0
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.334453751150931,,10.1177_15280837211019901_part_3.txt_段1_Material1,2159999.999999999
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]C(C)C[*],,7.276921132065774,,10.1016_j.compositesa.2016.08.031_part_2.txt_段1_Material3,18920000.000000004
O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,7.483587296968894,,10.1016_j.polymertesting.2020.106680_part_1.txt_段1_Material1,30449999.99999998
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,7.477121254719663,,10.1002_app.36442_part_2.txt_段1_Material3,30000000.00000001
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],[*]C1=C(C=CN2)C2=C([*])C(O)=C1O,,6.479393896404411,,10.1177_09540083211014936_part_1.txt_段1_Material1,3015739.999999997
O=C(C1=CC=C2C=C(C=CC2=C1)C([*])=O)OCCO[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,7.477121254719663,,10.1002_app.36442_part_2.txt_段1_Material1,30000000.00000001
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,8.122543524068755,,10.1088_2053-1591_ab3021_part_4.txt_段1_Material2,132600000.00000018
O=C(N)C([*])C[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,2.0,,10.1007_s13726-018-0634-5_part_2.txt_段1_Material1,100.0
O=C(O)C([*])C[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.2552725051033065,,10.1108_mmms-04-2017-0019_part_1.txt_段1_Material2,1800000.0000000016
O=C(O[*])CCCCCCCCCCN[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,5.993876914941211,,10.1016_j.eurpolymj.2017.03.008_part_4.txt_段1_Material3,985999.9999999997
O=C([*])C(C)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.109915863023793,,10.1016_j.matdes.2014.03.016_part_2.txt_段1_Material1,1287999.9999999986
O=C([*])C(C)O[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.518513939877887,,10.11113_mjfas.v19n1.2754_OA_part_1.txt_段1_Material1,3299999.9999999967
O=C([*])C(C)O[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,5.651762447380111,,10.1002_pat.4649_part_3.txt_段1_Material1,448500.00000000047
O=C([*])C(C)O[*],OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,,6.903089986991944,,10.1016_j.compositesa.2013.06.003_part_1.txt_段1_Material1,8000000.000000003
O=C([*])C(C)O[*],[*]/C=C\CC/C=C\CC(CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,6.209515014542631,,10.1021_acssuschemeng.0c09413_part_2.txt_段1_Material1,1619999.9999999993
O=C([*])C(C)O[*],[*]C(C1=CC=C(C=C1)C(OCCCCOC(C2=CC=C(C=C2)C(OCCCCO[*])=O)=O)=O)=O,,6.223080397831155,,10.1002_app.50443_part_1.txt_段1_Material1,1671400.0000000002
O=C([*])C(C)O[*],[*]C(C1=CC=CC=C1)CC2C(OC(C2[*])=O)=O,,6.456366033129043,,10.1016_j.matlet.2019.05.041_part_1.txt_段1_Material1,2859999.9999999977
O=C([*])C(C)O[*],[*]CC(C1=CC=CC=C1)C/C=C/C[*],,6.139879086401237,,10.1016_j.eurpolymj.2016.10.019_part_2.txt_段1_Material3,1380000.0000000014
O=C([*])C(C)O[*],[*]CC(C1=CC=CC=C1)[*],,6.273487409697184,,10.4028_www.scientific.net_kem.773.311_part_1.txt_段1_Material1,1877100.0000000007
O=C([*])C(C)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,6.337459261290656,,10.1088_1757-899x_701_1_012055_part_1.txt_段1_Material1,2174999.999999998
O=C([*])C(C)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,6.45484486000851,,10.3390_app11136218_part_2.txt_段1_Material2,2850000.0
O=C([*])C(C)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,8.146128035678238,,10.1080_01694243.2018.1558477_part_1.txt_段1_Material1,140000000.00000006
O=C([*])C(C)O[*],[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,,5.728256359248493,,10.3390_polym13091369_part_5.txt_段1_Material2,534879.9999999999
O=C([*])C(C)O[*],[*]N1C(C2=CC3=C(C=C2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)[*])=O)=O,,6.1525940779274695,,10.1016_j.polymer.2020.122724_part_6.txt_段1_Material1,1420999.999999999
O=C([*])C(C)O[*],[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,,6.4623979978989565,,10.37358_mp.20.3.5377_OA_part_2.txt_段1_Material1,2900000.000000003
O=C([*])C(C)O[*],[*]OCCCOC(C1=CC=C(C([*])=O)C=C1)=O,,6.204119982655925,,10.1002_mame.201900323_part_1.txt_段1_Material1,1600000.000000001
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]C(CCCCCO[*])=O,,6.008600171761918,,10.1007_s10853-019-03728-w_part_2.txt_段1_Material2,1020000.0000000008
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]C(F)(C(F)([*])F)F,,6.113943352306837,,10.1177_0954008317723444_part_2.txt_段1_Material2,1300000.0000000005
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]C1=CC(C2=NC3=CC(C4=CC=C5N=C([*])NC5=C4)=CC=C3N2)=CC=C1,,6.222456336679247,,10.1016_j.memsci.2018.02.039_part_3.txt_段1_Material1,1669000.0000000026
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]CC(C#N)[*],,5.276461804173244,,10.1021_am5047125_part_3.txt_段1_Material1,188999.99999999985
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]CCN[*],,6.301029995663981,,10.3139_217.3655_part_2.txt_段1_Material1,2000000.0
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]NC(C1=CC=C2C(C(N(C2=O)C3=CC=C(C=C3)CC4=CC=C([*])C=C4)=O)=C1)=O,,5.275103949569196,,10.1007_s11581-019-03415-5_part_2.txt_段1_Material1,188409.99999999985
O=C([*])C1=CC=C(C=C1)OC2=CC=C(C=C2)OC3=CC=C(C=C3)[*],[*]OC1C(C(O)=O)OC(OC2C(NC(C)=O)C([*])OC(CO)C2O)C(O)C1O,,6.884795363948981,,10.1177_0967391120969503_part_1.txt_段1_Material3,7669999.999999996
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,O=C([*])CCCCCN[*],,6.7979596437371965,,10.1002_pc.25972_part_3.txt_段1_Material1,6280000.000000006
O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,[*]C(C=C1)=CC=C1S[*],,7.505149978319906,,10.1016_j.compscitech.2018.10.001_part_4.txt_段1_Material2,32000000.000000022
O=C([*])CCCCCN[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.284453294010853,,10.3390_polym12102323_part_3.txt_段1_Material2,1925100.000000001
O=C([*])CCCCCN[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.3979400086720375,,10.1016_j.polymdegradstab.2014.12.021_part_1.txt_段1_Material3,2499999.9999999995
O=C([*])CCCCCN[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.32221929473392,,10.1016_j.compositesb.2018.08.106_part_1.txt_段1_Material1,2100000.0000000056
O=C([*])CCCCCN[*],[*]CC(C1=CC=CC=C1)[*],,5.4446692309385245,,10.3390_ma11050776_part_2.txt_段1_Material1,278400.0
O=C([*])CCCCCN[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,6.063145637106638,,10.1016_j.matdes.2011.08.028_part_2.txt_段1_Material2,1156499.9999999998
O=C([*])CCCCCN[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,5.373500477967874,,10.1002_app.41381_part_2.txt_段1_Material1,236319.9999999999
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],CC(CC(C(C(O1)=O)CC1=O)[*])C[*],,5.04688519083771,,10.1515_adms-2016-0019_part_1.txt_段1_Material1,111399.9999999999
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],COC(C(C[*])([*])C)=O,,6.068185861746161,,10.1002_pen.21879_part_2.txt_段1_Material1,1169999.999999999
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],C[Si](C)(C[*])O[*],,6.32221929473392,,10.1299_transjsme.2014smm0149_part_1.txt_段1_Material1,2100000.0000000056
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.855525212731306,,10.1002_pi.6213_part_1.txt_段1_Material1,7170100.000000006
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C(O)C([*])C[*],,6.342422680822207,,10.1002_app.46529_part_1.txt_段1_Material1,2200000.000000002
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])C(C)O[*],,6.447158031342219,,10.1016_j.compositesb.2017.07.030_part_1.txt_段1_Material2,2800000.0000000014
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C([*])CCCCCN[*],,6.491361693834273,,10.1002_app.33449_part_1.txt_段1_Material1,3100000.000000003
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],O=C1CCCN1C([*])C[*],,6.32221929473392,,10.1088_0957-4484_24_27_275603_part_1.txt_段1_Material1,2100000.0000000056
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,,7.0,,10.1155_2012_381342_part_1.txt_段1_Material1,10000000.0
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C(F)(C(F)([*])F)F,,6.357934847000454,,10.1016_j.polymdegradstab.2011.09.019_part_2.txt_段1_Material1,2280000.000000001
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,6.309757882316366,,10.1002_app.37766_part_1.txt_段1_Material1,2040600.0000000007
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C([H])([H])C(O)([H])[*],,5.751510050270041,,10.1166_jnn.2011.3215_part_1.txt_段1_Material1,564299.9999999998
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]C/C=C(C[*])\Cl,,6.290034611362518,,10.1179_1743289811x12988633927952_part_1.txt_段1_Material1,1950000.0000000007
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(C1=CC=CC=C1)[*],,6.301029995663981,,10.1177_8756087917691088_part_3.txt_段1_Material2,2000000.0
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CC(C#N)[*])C1=CC=CC=C1,,6.073351702386901,,10.1002_app.49762_part_2.txt_段1_Material3,1184000.0000000007
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,6.057099097526547,,10.1002_pc.22342_part_1.txt_段1_Material1,1140510.0000000002
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,6.301029995663981,,10.1080_03602559.2018.1466167_part_1.txt_段1_Material1,2000000.0
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.477555332198981,,10.1080_03602559.2013.779707_part_1.txt_段1_Material1,3002999.999999999
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CC=CCCC(C#N)[*],,5.99563519459755,,10.1080_00222348.2019.1593600_part_2.txt_段1_Material1,989999.9999999994
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CCCC([*])C(OC)=O,,6.204119982655925,,10.1002_vnl.21763_part_1.txt_段1_Material1,1600000.000000001
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]CCCCO[*],,6.089905111439398,,10.1007_s10692-018-9912-4_part_1.txt_段1_Material1,1230000.0000000005
O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],[*]OCC[*],,5.043755126968679,,10.1155_2016_7089530_part_1.txt_段1_Material2,110599.99999999993
O=C1CCCN1C([*])C[*],OC(C(C)(CC(C1=CC=CC=C1)[*])CC(C[*])(C(OCC2CO2)=O)C)=O,,6.491361693834273,,10.1007_s12221-018-8308-7_part_1.txt_段1_Material1,3100000.000000003
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.0,,10.3390_membranes10050084_part_2.txt_段1_Material1,1000000.0
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,O=C1CCCN1C([*])C[*],,4.534026106056135,,10.1007_s00289-019-02735-w_part_2.txt_段1_Material1,34200.00000000002
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]CCCCOCCCCOCCCCOCCCCO[*],,6.164352855784437,,10.1177_0954008315613423_part_2.txt_段1_Material2,1460000.0000000002
O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,[*]OCC[*],,6.423245873936808,,10.1007_s00289-019-03031-3_part_3.txt_段1_Material1,2650000.0000000005
OC1=C(C=CC=C1CC2=CC=CC([*])=C2O)CC3=CC=CC([*])=C3O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.592176757395867,,10.4028_www.scientific.net_kem.531-532.73_part_1.txt_段1_Material1,3910000.0000000033
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,O=S(C(C=C1)=CC=C1OC(C=C2)=CC=C2C(C)(C)C(C=C3)=CC=C3O[*])(C4=CC=C([*])C=C4)=O,,5.045322978786658,,10.1080_10601325.2013.792200_part_2.txt_段1_Material4,111000.00000000004
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*])O,,6.812913356642856,,10.1007_s10570-019-02916-w_part_2.txt_段1_Material1,6500000.000000002
OCC1OC(C(C(C1[*])O)O)OC2C(C(C(OC2CO)O[*])O)O,[*]CC(O)COC1=CC=C(C(C)(C2=CC=C(O[*])C=C2)C)C=C1,,7.0,,10.1007_s00226-020-01211-3_part_1.txt_段1_Material2,10000000.0
[*]/C=C\CC/C=C\CC(CC([*])C1=CC=CC=C1)C2=CC=CC=C2,[*]CC[*],,6.113943352306837,,10.1002_app.45512_part_2.txt_段1_Material2,1300000.0000000005
[*]C(C)C[*],O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],,6.161368002234975,,10.1016_j.compscitech.2012.01.001_part_1.txt_段1_Material1,1450000.0000000012
[*]C(C)C[*],O=C(C1=CC=C(C=C1)C([*])=O)NC2=CC=C(C=C2)N[*],,6.418301291319746,,10.1515_polyeng.2011.057_part_1.txt_段1_Material1,2620000.0000000014
[*]C(C)C[*],O=C([*])C1=CC=C2C=C(C=CC2=C1)OC(C3=CC=C(C=C3)O[*])=O,,6.176091259055681,,10.1016_j.eurpolymj.2015.07.057_part_1.txt_段1_Material1,1500000.0000000005
[*]C(C)C[*],O=C([*])OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O[*],,6.079181246047625,,10.1002_app.38764_part_1.txt_段1_Material1,1200000.0000000007
[*]C(C)C[*],[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,,6.230448921378274,,10.1002_pi.5522_part_3.txt_段1_Material1,1700000.0000000007
[*]C(C)C[*],[*]CC(C1=CC=CC=C1)[*],,5.149834696715785,,10.1177_0892705718797153_part_2.txt_段1_Material1,141199.99999999997
[*]C(C)C[*],[*]CC(CCCC(CC)CC([*])C1=CC=CC=C1)C2=CC=CC=C2,,5.814394112097142,,10.1177_0892705713518792_part_2.txt_段1_Material2,652220.0000000001
