SMILE A,SMILE B,SMILE C,Young's Modulus (kPa) log10,Swelling Ratio (times),Source,Young's Modulus (kPa)
C[Si](C)(C[*])O[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,,6.024046225131059,,10.1039_c9sm01952a_part_4.txt_段1_Material4,1056930.0000000005
C[Si](O[*])(C)[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,3.3010299956639813,,10.1016_j.apsusc.2015.05.063_part_2.txt_段1_Material1,2000.0
C[Si](O[*])(C)[*],[*]CCC(CCCCCC)C[*],,4.423245873936808,,10.1080_09205063.2020.1856300_part_3.txt_段1_Material2,26500.000000000004
C[Si](O[*])(C)[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,3.1583624920952498,,10.1039_d0tb02465a_part_2.txt_段1_Material1,1440.0000000000005
C[Si](O[*])(C)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,3.6232492903979,,10.1016_j.apsusc.2012.10.043_part_1.txt_段1_Material1,4199.9999999999945
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,3.413299764081252,,10.5301_jabfm.5000189_part_1.txt_段1_Material1,2590.0000000000005
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]CCCCOCCCCOCCCCOCCCCO[*],,6.079181246047625,,10.1177_0954008315613423_part_2.txt_段1_Material1,1200000.0000000007
O=C(C1=CC=C(C=C1)C(OCC[*])=O)O[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,5.643551368562945,,10.1016_j.sciaf.2021.e00755_part_2.txt_段1_Material2,440100.0
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],C[Si](C)(C[*])O[*],,6.113943352306837,,10.1002_app.50170_part_3.txt_段1_Material1,1300000.0000000005
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,6.201397124320452,,10.1038_srep37010_part_1.txt_段1_Material1,1590000.000000001
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],O=C([*])CCCCCN[*],,6.986771734266245,,10.1088_1742-6596_1765_1_012003_part_1.txt_段1_Material1,9700000.000000007
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]C(C)C[*],,6.004136436761356,,10.1016_j.matdes.2009.10.031_part_1.txt_段1_Material1,1009570.0000000008
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]C(F)(C(F)([*])F)F,,6.434888120867316,,10.1177_0954008312446765_part_1.txt_段1_Material1,2722000.0000000014
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]CC[*],,6.281033367247727,,10.1016_j.matpr.2020.04.463_part_2.txt_段1_Material1,1909999.9999999984
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[*]OC1=C(C([*])=CC=C1C)C,,5.953421399681036,,10.1002_pen.24484_part_2.txt_段1_Material1,898300.0000000024
O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.518513939877887,,10.1080_15685543.2013.813185_part_1.txt_段1_Material1,3299999.9999999967
O=C(N)C([*])C[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,1.3010299956639813,,10.1002_bit.24810_part_1.txt_段1_Material1,20.000000000000004
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,COC(C(C[*])([*])C)=O,,5.023951707423388,,10.1016_j.msec.2019.110378_part_6.txt_段1_Material1,105669.99999999993
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,6.2322335211147335,,10.3390_polym13132151_part_2.txt_段1_Material1,1706999.9999999995
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C([*])CCCCCO[*],,3.247973266361807,,10.2147_ijn.s61375_part_2.txt_段1_Material2,1770.000000000001
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,O=C1CCCN1C([*])C[*],,6.302547372487486,,10.4028_www.scientific.net_msf.706-709.595_part_1.txt_段1_Material2,2007000.0000000012
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]C(CCCCCO[*])=O,,5.782472624166286,,10.1093_rb_rby020_part_1.txt_段1_Material1,605999.9999999998
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,,3.9036325160842376,,10.1016_j.actbio.2016.02.004_part_1.txt_段1_Material1,8009.999999999998
O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,3.4800069429571505,,10.1016_j.actbio.2017.11.017_part_4.txt_段1_Material1,3019.999999999999
O=C(O)C([*])C[*],[*]C(CCCCC(OCCCCO[*])=O)=O,,3.0,,10.1016_j.polymer.2016.12.043_part_2.txt_段1_Material4,1000.0
O=C(O[*])CCCCCCCCCCN[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,6.176091259055681,,10.1177_0967391111019002-301_part_1.txt_段1_Material1,1500000.0000000005
O=C(O[*])CCCCCCCCCCN[*],O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],,6.113943352306837,,10.1016_j.polymer.2013.10.013_part_2.txt_段1_Material1,1300000.0000000005
O=C(O[*])CCCCCCCCCCN[*],[*]CC(C1=CC=CC=C1)[*],,6.544068044350276,,10.1016_j.polymer.2019.121667_part_2.txt_段1_Material3,3500000.0000000005
O=C(O[*])CCCCCCCCCCN[*],[*]CC([*])Cl,,6.544068044350276,,10.1016_j.polymer.2019.121667_part_2.txt_段1_Material2,3500000.0000000005
O=C(O[*])CCCCCCCCCCN[*],[*]NCCCCCCCCCCCC([*])=O,,6.187520720836463,,10.1177_0021998310369580_part_2.txt_段1_Material1,1539999.9999999986
O=C(O[*])CCCCCCCCCCN[*],[*]OC1=C(C([*])=CC=C1C)C,,6.526985068559996,,10.14314_polimery.2021.7.3_OA_part_1.txt_段1_Material1,3365000.0000000005
O=C([*])C(C)O[*],CC(NC(C([*])C)=O)C(NC(C)C(NC(C)C(N[*])=O)=O)=O,,7.146128035678238,,10.1002_pen.25388_part_2.txt_段1_Material1,14000000.000000006
O=C([*])C(C)O[*],O=C(CCCCC(NCCCCCCCCCCN[*])=O)[*],,6.539076098792776,,10.1177_0095244318825286_part_3.txt_段1_Material1,3459999.9999999977
O=C([*])C(C)O[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,5.202352067809752,,10.1016_j.msec.2020.111418_part_1.txt_段1_Material1,159350.00000000015
O=C([*])C(C)O[*],O=C(O[*])CCCCCCCCCCN[*],,6.409764104266346,,10.3144_expresspolymlett.2015.67_part_2.txt_段1_Material1,2568999.9999999977
O=C([*])C(C)O[*],[*]C(CCCCC(OCCCCO[*])=O)=O,,5.802773725291976,,10.3390_polym12091904_part_2.txt_段1_Material1,635000.0000000005
O=C([*])C(C)O[*],[*]C(CCCCCO[*])=O,,5.836197480778925,,10.1155_2014_213180_part_1.txt_段1_Material1,685800.0000000001
O=C([*])C(C)O[*],[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,,4.5820633629117085,,10.1002_pi.5071_part_1.txt_段1_Material1,38199.99999999998
O=C([*])C(C)O[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,,5.550228353055094,,10.1007_s11164-012-0994-y_part_1.txt_段1_Material1,355000.0000000001
O=C([*])C(C)O[*],[*]CCC(CCCCCC)C[*],,6.100025730107863,,10.1002_pen.24171_part_2.txt_段1_Material1,1259000.0000000002
O=C([*])C(C)O[*],[*]CCCC(CCCCCC)[*],,6.3979400086720375,,10.4028_www.scientific.net_msf.953.47_part_1.txt_段1_Material1,2499999.9999999995
O=C([*])C(C)O[*],[*]OCCCCOC(CCC([*])=O)=O,,6.301029995663981,,10.3390_polym13152489_part_3.txt_段1_Material2,2000000.0
O=C([*])C(C)O[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.227115082589125,,10.1016_j.msec.2017.11.008_part_1.txt_段1_Material1,1687000.0000000002
O=C([*])C(C)O[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.387211800313731,,10.3144_expresspolymlett.2020.76_part_3.txt_段1_Material1,2439000.0
O=C([*])CCCCC(NCCCCN[*])=O,[*]C(F)(C(F)([*])F)F,,6.6349808000512285,,10.4028_www.scientific.net_kem.728.264_part_1.txt_段1_Material3,4315000.000000001
O=C([*])CCCCCN[*],C/C(C[*])=C/C[*],,6.270678836144707,,10.1007_s10965-011-9749-5_part_1.txt_段1_Material1,1865000.0000000007
O=C([*])CCCCCN[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,6.024895960107485,,10.1016_j.polymertesting.2018.07.010_part_2.txt_段1_Material1,1059000.0
O=C([*])CCCCCN[*],O=C([*])CCCCC(NCCCCN[*])=O,,6.501059262217751,,10.1007_s12221-019-9098-2_part_1.txt_段1_Material1,3169999.999999998
O=C([*])CCCCCN[*],O=C([*])CCCCCN[*],,6.7160033436348,,10.1002_pen.21890_part_2.txt_段1_Material1,5200000.000000014
O=C([*])CCCCCN[*],O=C1C([*])C(CC[*])C(O1)=O,,6.269512944217916,,10.1080_03602559.2016.1276593_part_8.txt_段1_Material5,1859999.9999999988
O=C([*])CCCCCN[*],[*]C(C)C[*],,6.372912002970106,,10.1002_pc.24157_part_2.txt_段1_Material1,2359999.9999999986
O=C([*])CCCCCN[*],[*]C(CCCCCO[*])=O,,6.079181246047625,,10.1088_1748-605x_aa6306_part_2.txt_段1_Material1,1200000.0000000007
O=C([*])CCCCCN[*],[*]C(F)(C(F)([*])F)F,,6.3979400086720375,,10.1177_1350650113495530_part_1.txt_段1_Material3,2499999.9999999995
O=C([*])CCCCCN[*],[*]C([H])([H])C(O)([H])[*],,6.278753600952829,,10.1016_j.compositesb.2014.12.009_part_3.txt_段1_Material1,1899999.9999999995
O=C([*])CCCCCN[*],[*]CC(C#N)[*],,6.380211241711606,,10.1016_j.compositesb.2015.03.038_part_1.txt_段1_Material1,2400000.000000002
O=C([*])CCCCCN[*],[*]CC([*])CC,,6.477121254719663,,10.3390_polym10080872_part_1.txt_段1_Material2,3000000.000000001
O=C([*])CCCCCN[*],[*]CC=CCCC(C#N)[*],,5.283301228703549,,10.5254_rct.13.87976_part_1.txt_段1_Material1,191999.99999999985
O=C([*])CCCCCN[*],[*]CCC(CCCCCC)C[*],,6.57978359661681,,10.1016_j.compscitech.2010.07.023_part_2.txt_段1_Material3,3800000.0
O=C([*])CCCCCN[*],[*]CCCC([*])OC(C)=O,,6.32221929473392,,10.4028_www.scientific.net_amm.735.61_part_1.txt_段1_Material1,2100000.0000000056
O=C([*])CCCCCN[*],[*]CCN[*],,6.184691430817598,,10.1016_j.eurpolymj.2014.12.019_part_2.txt_段1_Material1,1529999.9999999986
O=C([*])CCCCCN[*],[*]OCC[*],,6.271841606536499,,10.1007_s10924-020-01836-2_part_1.txt_段1_Material1,1869999.9999999984
O=C([*])CCCCCN[*],[*]O[C@H](C)CC([*])=O,,6.401572845676446,,10.1002_masy.201800170_part_1.txt_段1_Material2,2521000.0000000005
O=C([*])CCCCCO[*],[*]CC(O[*])CN=[N+]=[N-],,6.176091259055681,,10.1177_0885328213502100_part_2.txt_段1_Material1,1500000.0000000005
O=C1CCCN1C([*])C[*],[*]C(CCCCCO[*])=O,,5.548757828573704,,10.1016_j.molliq.2021.117409_part_2.txt_段1_Material3,353799.99999999977
[*]C(C(O[*])C)=O,[*]C(CCCCCO[*])=O,,6.531478917042255,,10.1016_j.msec.2017.03.134_part_5.txt_段1_Material1,3400000.000000002
[*]C(C)C(OCC(O[*])=O)=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,4.778151250383644,,10.1080_09205063.2016.1184121_part_2.txt_段1_Material3,60000.00000000003
[*]C(C)C(OCC(O[*])=O)=O,[*]C(CCCCCO[*])=O,,5.954242509439325,,10.1080_03602551003681846_part_1.txt_段1_Material2,900000.0000000007
[*]C(C)C(OCC(O[*])=O)=O,[*]C(OCCCO[*])=O,,6.045322978786658,,10.1007_s00396-019-04595-2_part_2.txt_段1_Material1,1110000.0000000005
[*]C(C)C(OCC(O[*])=O)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.3979400086720375,,10.2478_s11696-013-0438-1_part_1.txt_段1_Material1,2499999.9999999995
[*]C(C)C(OCC(O[*])=O)=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.556302500767287,,10.1002_mabi.201900105_part_1.txt_段1_Material1,3599999.9999999963
[*]C(C)C[*],O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,6.301029995663981,,10.1016_j.compositesb.2015.05.046_part_4.txt_段1_Material1,2000000.0
[*]C(C)C[*],[*]C(CCCCC(OCCCCO[*])=O)=O,,5.599883072073688,,10.1016_j.polymer.2020.122758_part_5.txt_段1_Material4,397999.9999999998
[*]C(C)C[*],[*]CCC(CCCC(CCCC(C[*])C)C)C,,6.176091259055681,,10.3139_217.2411_part_4.txt_段1_Material1,1500000.0000000005
[*]C(C)C[*],[*]CCC(CCCCCC)C[*],,6.0,,10.1002_pc.25672_part_1.txt_段1_Material1,1000000.0
[*]C(C)C[*],[*]CCCC(CCCCCC)[*],,5.607455023214668,,10.1177_0095244312465298_part_2.txt_段1_Material3,404999.9999999997
[*]C(C)C[*],[*]NCCCCCCCCCCCC([*])=O,,6.278753600952829,,10.1002_pc.24376_part_1.txt_段1_Material1,1899999.9999999995
[*]C(C)C[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.332236415491443,,10.1002_app.33611_part_1.txt_段1_Material1,2148999.9999999986
[*]C(C)C[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.165244326125311,,10.1016_j.compositesb.2019.02.044_part_1.txt_段1_Material1,1463000.0000000012
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,6.3979400086720375,,10.1016_j.compositesb.2018.04.023_part_1.txt_段1_Material1,2499999.9999999995
[*]C(C1=CC=C(C(OCCCCO[*])=O)C=C1)=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.419955748489758,,10.1007_s00289-011-0509-9_part_2.txt_段1_Material2,2630000.000000001
[*]C(C=C1)=CC=C1S[*],[*]OCCCCOC(CCC([*])=O)=O,,4.858537197569639,,10.1021_acs.iecr.5b00637_part_2.txt_段1_Material3,72199.99999999997
[*]C(CCCCC(OCCCCO[*])=O)=O,COC(C(C[*])([*])C)=O,,4.728028954420519,,10.1016_j.ijbiomac.2019.02.159_part_1.txt_段1_Material1,53460.00000000004
[*]C(CCCCC(OCCCCO[*])=O)=O,O=C([*])C(C)O[*],,4.0,,10.3390_ma13214897_part_3.txt_段1_Material1,10000.0
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]C(CCCCCO[*])=O,,5.760422483423212,,10.1016_j.eurpolymj.2018.09.036_part_3.txt_段1_Material2,575999.9999999998
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CC(OC(O[*])=O)C,,5.041392685158225,,10.1007_s11814-017-0066-5_part_2.txt_段1_Material1,110000.00000000007
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]CC([*])Cl,,5.61066016308988,,10.1007_s00289-014-1137-y_part_4.txt_段1_Material2,407999.9999999997
[*]C(CCCCC(OCCCCO[*])=O)=O,[*]OCC[*],,5.045322978786658,,10.1002_app.44498_part_2.txt_段1_Material1,111000.00000000004
[*]C(CCCCCO[*])=O,C/C(C[*])=C/C[*],,5.96189547366785,,10.1007_s10924-012-0567-6_part_1.txt_段1_Material1,915999.9999999992
[*]C(CCCCCO[*])=O,C[Si](O[*])(C)[*],,4.022428371185487,,10.1016_j.matlet.2014.05.184_part_1.txt_段1_Material1,10530.00000000002
[*]C(CCCCCO[*])=O,O=C(CCCCC(N(CCCCCCN([*])[H])[H])=O)[*],,5.748188027006201,,10.1002_pc.25539_part_4.txt_段1_Material2,560000.0000000003
[*]C(CCCCCO[*])=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,4.389095173354185,,10.1021_acsabm.0c01084_part_1.txt_段1_Material1,24495.999999999975
[*]C(CCCCCO[*])=O,O=C([*])C(C)O[*],,5.781036938621132,,10.1002_pc.22488_part_1.txt_段1_Material1,604000.0000000006
[*]C(CCCCCO[*])=O,O=C([*])CCCCCO[*],,4.0,,10.1016_j.actbio.2016.12.008_part_2.txt_段1_Material1,10000.0
[*]C(CCCCCO[*])=O,O=C1CCCN1C([*])C[*],,5.68930885912362,,10.1016_j.polymer.2011.06.039_part_1.txt_段1_Material4,488999.99999999953
[*]C(CCCCCO[*])=O,[*]C(CCCCC(OCCCCO[*])=O)=O,,3.4771212547196626,,10.1016_j.polymertesting.2019.05.004_part_2.txt_段1_Material1,3000.000000000001
[*]C(CCCCCO[*])=O,[*]C(CCCCCO[*])=O,,5.285557309007774,,10.1016_j.ijbiomac.2021.05.163_part_2.txt_段1_Material1,193000.0000000001
[*]C(CCCCCO[*])=O,[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,,4.79982283099332,,10.1002_marc.201600414_part_1.txt_段1_Material1,63070.00000000006
[*]C(CCCCCO[*])=O,[*]C([H])([H])C(O)([H])[*],,6.698970004336019,,10.3390_ma11061006_part_2.txt_段1_Material3,4999999.999999999
[*]C(CCCCCO[*])=O,[*]C1=CC=C([*])N1,,4.544068044350276,,10.3389_fbioe.2019.00266_part_3.txt_段1_Material1,35000.0
[*]C(CCCCCO[*])=O,[*]CC(C#N)[*],,4.562173863364649,,10.1007_s12221-018-8233-9_part_2.txt_段1_Material1,36490.00000000004
[*]C(CCCCCO[*])=O,[*]CC(O)COC(CCCCCCCCC(O[*])=O)=O,,4.994317152669637,,10.1039_c7qm00600d_part_4.txt_段1_Material1,98699.99999999996
[*]C(CCCCCO[*])=O,[*]CC([*])Cl,,5.079181246047625,,10.1016_j.polymer.2016.09.079_part_3.txt_段1_Material1,120000.00000000007
[*]C(CCCCCO[*])=O,[*]CC=CCCC(C#N)[*],,4.54282542695918,,10.1016_j.matdes.2019.108210_part_5.txt_段1_Material1,34899.999999999985
[*]C(CCCCCO[*])=O,[*]CCN[*],,6.477121254719663,,10.1177_0040517520912478_part_3.txt_段1_Material1,3000000.000000001
[*]C(CCCCCO[*])=O,[*]CC[*],,5.571708831808688,,10.3390_polym11111874_part_4.txt_段1_Material1,373000.0000000002
[*]C(CCCCCO[*])=O,[*]NC(C(O)=O)CCC([*])=O,,4.704853744566289,,10.1177_0040517518775923_part_2.txt_段1_Material2,50682.0
[*]C(CCCCCO[*])=O,[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,4.792391689498253,,10.1016_j.polymer.2018.06.024_part_2.txt_段1_Material1,61999.99999999981
[*]C(CCCCCO[*])=O,[*]OCC[*],,4.117271295655764,,10.1080_1023666x.2019.1598641_part_1.txt_段1_Material1,13100.000000000004
[*]C(CCCCCO[*])=O,[*]O[C@H](C)CC([*])=O,,5.089905111439398,,10.3390_ma13173853_part_3.txt_段1_Material2,123000.00000000004
[*]C(CCCCCO[*])=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,4.683947130751513,,10.1002_pc.22191_part_1.txt_段1_Material1,48300.00000000005
[*]C(CCCCCO[*])=O,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,5.903089986991944,,10.1002_bip.22016_part_1.txt_段1_Material1,800000.0000000003
[*]C(F)(C(F)([*])F)F,O=C([*])CCCCCN[*],,6.4623979978989565,,10.1177_0892705713484742_part_1.txt_段1_Material1,2900000.000000003
[*]C(OCCCO[*])=O,[*]C(CCCCCO[*])=O,,6.778151250383644,,10.1002_smll.201800821_part_3.txt_段1_Material1,6000000.000000003
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,6.146128035678238,,10.3390_ma8020408_part_2.txt_段1_Material2,1400000.0000000005
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C(O[*])CCCCCCCCCCN[*],,5.982271233039568,,10.1002_pi.4618_part_1.txt_段1_Material1,959999.9999999992
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,O=C([*])CCCCCO[*],,6.209246848753374,,10.1016_j.eurpolymj.2017.11.040_part_2.txt_段1_Material1,1618999.9999999995
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(CCCCC(OCCCCO[*])=O)=O,,6.204119982655925,,10.1016_j.eurpolymj.2018.01.037_part_3.txt_段1_Material2,1600000.000000001
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]C(CCCCCO[*])=O,,4.939019776448666,,10.1016_j.compscitech.2011.11.009_part_1.txt_段1_Material1,86899.99999999997
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]CCC(CCCCCC)C[*],,6.062205808819713,,10.1007_s12221-017-1175-9_part_2.txt_段1_Material1,1154000.0000000012
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[*]OCCCCOC(CCC([*])=O)=O,,5.414973347970818,,10.1021_ie403623f_part_2.txt_段1_Material2,260000.00000000012
[*]C([C@H](C)OC([C@H](C)O[*])=O)=O,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,6.301029995663981,,10.1021_acsomega.0c02765_part_2.txt_段1_Material1,2000000.0
[*]C([H])([H])C(O)([H])[*],O=C(N1C(C([*])=O)CC(O)C1)CNC(C2CCCN2[*])=O,,4.597826770377936,,10.15282_jmes.19.1.2025.9.0826_OA_part_1.txt_段1_Material1,39611.99999999997
[*]C([H])([H])C(O)([H])[*],[*]C(CCCCCO[*])=O,,5.0,,10.1007_s10570-021-04100-5_part_1.txt_段1_Material1,100000.0
[*]C([H])([H])C(O)([H])[*],[*]OCCOC(CC(C([*])=O)C(C1CCCCC1)CC(CC(O)=O)C(OCCO)=O)=O,,7.434568904034199,,10.1177_1528083719894737_part_1.txt_段1_Material1,27200000.000000022
[*]C([H])([H])C(O)([H])[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,5.604118006192035,,10.1016_j.compositesb.2014.10.013_part_1.txt_段1_Material1,401900.0000000002
[*]C([H])([H])C(O)([H])[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,4.124504224834283,,10.1016_j.actbio.2016.10.019_part_2.txt_段1_Material2,13320.000000000013
[*]C1=CC=C([*])N1,[*]C(CCCCCO[*])=O,,3.871164132802949,,10.1002_jbm.a.36556_part_2.txt_段1_Material1,7432.999999999992
[*]C1=CC=C([*])N1,[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,5.426023015689876,,10.1016_j.bioelechem.2011.11.008_part_2.txt_段1_Material1,266699.9999999998
[*]CC(C#N)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,5.2552725051033065,,10.1002_pen.24798_part_1.txt_段1_Material1,180000.00000000015
[*]CC(C#N)[*],[H]N(C([H])([H])C(N([H])C(C)([H])C(N(C([H])([H])C([*])=O)[H])=O)=O)C(C(N([*])[H])(C)[H])=O,,6.176091259055681,,10.3390_polym12092102_part_2.txt_段1_Material1,1500000.0000000005
[*]CC(C)(C(OCCO)=O)[*],[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,2.419955748489758,,10.1039_c9tb00080a_part_1.txt_段1_Material1,263.0000000000001
[*]CC(CC=CCC([*])C1=CC=CC=C1)C#N,[H]N(C(O[*])=O)CCCCCCN(C(OCCCCO[*])=O)[H],,5.419955748489758,,10.1016_j.jenvman.2017.04.026_part_2.txt_段1_Material1,263000.0000000001
