idx,y_pred,y_true,residual
1,3.980444,3.049218,0.931226
2,3.980306,2.903090,1.077216
3,4.894464,2.954243,1.940221
4,5.333477,3.908485,1.424992
5,4.685792,3.322219,1.363573
6,4.767058,5.301030,-0.533972
7,5.156465,4.086360,1.070105
8,5.567336,6.035710,-0.468374
9,5.044803,5.954243,-0.909439
10,5.478744,3.949390,1.529354
11,4.528483,5.742725,-1.214242
12,4.244427,3.661813,0.582614
13,4.837535,3.505150,1.332385
14,4.083434,5.094820,-1.011386
15,4.798352,3.397940,1.400412
16,5.185173,3.832509,1.352664
17,5.611863,5.602060,0.009803
18,4.294166,5.238046,-0.943880
19,4.005686,3.079181,0.926505
20,3.827938,3.823474,0.004464
21,4.321050,3.838849,0.482201
22,4.325160,3.505150,0.820010
23,4.871277,6.041393,-1.170116
24,5.223374,3.881385,1.341989
25,5.068530,5.576341,-0.507811
26,6.606897,6.823539,-0.216642
27,6.476143,6.397940,0.078203
28,6.291822,6.707570,-0.415748
29,6.734212,6.397940,0.336272
30,5.670162,6.558709,-0.888546
31,5.670024,6.107549,-0.437525
32,5.614082,4.193681,1.420401
34,6.346704,6.531479,-0.184775
35,6.609121,6.414973,0.194147
36,6.366608,6.372912,-0.006304
37,6.380287,6.384891,-0.004604
38,5.930076,6.325844,-0.395768
39,7.385638,7.000000,0.385638
40,6.539023,6.875061,-0.336038
41,6.608449,6.835056,-0.226607
43,5.364806,4.072985,1.291822
44,5.309808,5.113943,0.195865
46,5.182656,5.342423,-0.159767
47,5.802667,6.240549,-0.437882
48,4.108163,5.278754,-1.170591
49,5.968602,6.255273,-0.286671
50,5.130927,5.023541,0.107387
51,5.593718,6.313867,-0.720149
53,6.064391,6.602060,-0.537669
54,5.602941,6.649335,-1.046394
55,6.064114,6.041393,0.022722
56,5.436547,5.901295,-0.464747
57,5.152491,6.447158,-1.294667
58,5.745599,4.681241,1.064358
59,5.951841,5.815046,0.136795
61,4.069876,3.204120,0.865756
63,6.602890,6.890980,-0.288090
64,6.132131,6.000000,0.132131
65,4.976841,4.500374,0.476468
66,5.962114,6.397940,-0.435826
67,6.300593,6.447158,-0.146565
69,5.813640,5.045714,0.767926
70,6.231723,6.230449,0.001274
72,5.976205,6.000000,-0.023795
73,6.627670,5.715167,0.912503
75,2.410058,3.645422,-1.235364
76,4.130450,3.146128,0.984322
78,3.432684,3.301030,0.131654
79,3.895475,3.313867,0.581608
81,4.123774,2.698970,1.424804
83,3.750798,3.243038,0.507760
85,4.253875,2.108903,2.144972
86,4.008450,3.778151,0.230299
87,4.008311,3.301030,0.707282
88,4.277762,3.000000,1.277762
89,4.431364,4.431364,0.000000
90,4.097740,4.423246,-0.325506
91,4.434026,4.431364,0.002662
93,4.264010,3.000000,1.264010
95,3.675775,2.740363,0.935412
96,3.728003,3.623249,0.104754
98,6.297169,6.361728,-0.064559
99,5.961677,6.409933,-0.448256
