idx,y_pred,y_true,residual
0,5.112411,5.698970,-0.586559
1,4.134339,3.049218,1.085121
2,4.134135,2.903090,1.231045
3,5.098634,2.954243,2.144391
5,4.800879,3.322219,1.478660
6,4.938741,5.301030,-0.362289
7,5.233362,4.086360,1.147002
8,5.486607,6.035710,-0.549103
9,5.130450,5.954243,-0.823793
10,5.651062,3.949390,1.701672
11,4.614910,5.742725,-1.127815
12,4.364145,3.661813,0.702333
13,4.937021,3.505150,1.431871
14,4.181726,5.094820,-0.913094
15,4.928797,3.397940,1.530857
18,4.286816,5.238046,-0.951231
20,3.644663,3.823474,-0.178812
21,4.332854,3.838849,0.494005
23,4.933984,6.041393,-1.107409
24,5.269854,3.881385,1.388469
25,5.232507,5.576341,-0.343834
26,6.716911,6.823539,-0.106629
27,6.506558,6.397940,0.108618
28,6.315333,6.707570,-0.392237
29,6.795701,6.397940,0.397761
30,5.720642,6.558709,-0.838067
31,5.720437,6.107549,-0.387112
32,5.353421,4.193681,1.159740
33,6.253382,5.929419,0.323963
34,6.155089,6.531479,-0.376390
36,6.109797,6.372912,-0.263115
37,6.372259,6.384891,-0.012632
38,6.332056,6.325844,0.006212
39,7.392057,7.000000,0.392057
40,6.564244,6.875061,-0.310817
41,6.774046,6.835056,-0.061010
42,6.731854,7.079181,-0.347327
43,5.488791,4.072985,1.415807
44,5.905278,5.113943,0.791334
45,4.250616,5.096910,-0.846294
47,6.054342,6.240549,-0.186207
48,4.324842,5.278754,-0.953912
49,6.006323,6.255273,-0.248949
51,5.756179,6.313867,-0.557689
52,6.174260,6.361728,-0.187468
53,6.188661,6.602060,-0.413399
54,5.737073,6.649335,-0.912262
55,6.188252,6.041393,0.146860
56,5.570414,5.901295,-0.330881
57,5.319649,6.447158,-1.127509
58,5.892525,4.681241,1.211284
59,6.130811,5.815046,0.315765
60,5.661659,4.992819,0.668841
61,4.057389,3.204120,0.853269
62,6.180193,6.875061,-0.694869
63,6.734942,6.890980,-0.156038
64,6.226380,6.000000,0.226380
65,5.146049,4.500374,0.645675
66,5.628703,6.397940,-0.769237
67,6.378405,6.447158,-0.068753
68,5.644180,7.267172,-1.622992
69,6.100283,5.045714,1.054569
70,6.277976,6.230449,0.047527
71,4.011249,4.127105,-0.115856
72,5.971792,6.000000,-0.028208
73,6.576536,5.715167,0.861368
74,6.118836,6.024046,0.094789
75,2.590026,3.645422,-1.055396
76,4.162755,3.146128,1.016627
77,2.589617,2.875061,-0.285444
78,3.606719,3.301030,0.305689
79,4.021158,3.313867,0.707291
80,4.453846,5.905796,-1.451950
81,4.273213,2.698970,1.574243
82,3.585242,4.146128,-0.560886
83,3.349600,3.243038,0.106561
84,3.951226,2.653213,1.298014
85,4.396200,2.108903,2.287297
86,4.149690,3.778151,0.371538
87,4.149485,3.301030,0.848455
88,4.445581,3.000000,1.445581
89,4.431364,4.431364,0.000000
90,4.241404,4.423246,-0.181842
91,4.491564,4.431364,0.060200
92,4.454218,5.544068,-1.089850
94,4.643589,3.158362,1.485227
95,3.790652,2.740363,1.050289
96,3.909159,3.623249,0.285910
97,5.948900,5.375093,0.573808
98,6.220370,6.361728,-0.141358
99,5.996101,6.409933,-0.413832
100,6.758301,6.477121,0.281180
101,6.348184,7.021189,-0.673005
102,5.283499,3.413300,1.870199
103,5.315374,4.260071,1.055303
104,6.184559,6.000000,0.184559
105,6.119351,6.740363,-0.621012
106,6.413036,6.099232,0.313804
107,6.294839,6.431364,-0.136525
108,5.867854,4.646404,1.221450
109,6.246635,6.142702,0.103933
110,6.220601,6.431364,-0.210763
111,6.330640,6.192584,0.138056
112,6.108503,6.238046,-0.129543
113,6.114180,6.950851,-0.836672
114,6.197913,4.819544,1.378369
115,5.531428,4.716504,0.814924
117,6.025464,5.716003,0.309461
118,6.203559,6.397940,-0.194381
120,6.148018,6.614897,-0.466880
121,5.536157,5.009026,0.527131
122,5.509311,5.373831,0.135480
123,5.946313,6.477121,-0.530809
124,5.831422,4.862251,0.969172
125,6.151149,6.466868,-0.315718
126,6.363794,5.188084,1.175710
128,5.815988,6.146128,-0.330140
129,6.068891,5.326336,0.742555
130,5.822381,6.768638,-0.946257
131,6.118477,5.485721,0.632755
132,6.160226,5.507073,0.653154
133,5.006749,5.083610,-0.076861
134,6.235595,6.156852,0.078743
135,6.672613,5.676694,0.995919
136,7.329374,7.252853,0.076521
137,6.692392,6.301030,0.391362
138,6.124395,6.477121,-0.352726
139,6.215369,6.361728,-0.146359
140,5.992832,6.079181,-0.086350
141,5.353494,4.396199,0.957295
142,6.136443,6.147058,-0.010615
143,6.122652,5.195457,0.927195
144,6.315054,5.643551,0.671502
145,5.462116,6.016197,-0.554081
146,6.446333,6.079181,0.367151
147,6.005646,6.146128,-0.140482
148,5.580215,6.000000,-0.419785
150,5.851892,6.577492,-0.725600
151,6.581344,5.472756,1.108587
152,6.259398,6.334454,-0.075056
155,6.990265,7.483587,-0.493322
156,7.556867,8.041393,-0.484526
158,7.167266,6.479394,0.687872
160,6.736224,6.320146,0.416078
161,6.275837,6.397940,-0.122103
162,6.226962,6.113943,0.113019
163,6.735611,6.201397,0.534214
164,6.683288,6.986772,-0.303484
165,6.518256,6.474216,0.044040
166,6.415549,6.004136,0.411412
167,6.412942,6.477121,-0.064179
168,6.337215,6.434888,-0.097673
169,7.065764,8.122544,-1.056780
170,6.520060,6.281033,0.239026
171,6.385429,5.953421,0.432008
172,5.975410,6.518514,-0.543104
173,6.386570,6.556423,-0.169853
174,6.342918,6.348305,-0.005387
175,-0.070232,1.954243,-2.024475
176,2.237676,2.602060,-0.364384
177,2.266573,1.301030,0.965543
178,2.298448,1.954918,0.343531
179,3.093213,2.000000,1.093213
181,2.740031,3.164353,-0.424322
182,3.098481,1.390935,1.707546
183,3.106900,2.955207,0.151693
184,3.112677,3.562293,-0.449616
185,2.817359,1.926857,0.890502
186,3.466958,1.146128,2.320830
187,3.349730,2.851258,0.498472
188,2.914192,2.000000,0.914192
189,3.812519,3.539452,0.273067
191,2.680373,2.273233,0.407141
192,2.070883,2.579784,-0.508901
193,2.450710,0.633468,1.817242
194,4.600312,6.079181,-1.478869
195,5.312097,5.023952,0.288145
196,4.599903,6.232234,-1.632330
197,4.829600,3.247973,1.581626
198,5.014138,6.302547,-1.288410
199,5.432219,4.598572,0.833648
200,4.800687,4.812913,-0.012226
201,4.854490,3.562293,1.292197
202,5.446212,6.806180,-1.359968
203,4.828373,5.782473,-0.954100
204,5.193998,6.054958,-0.860960
205,6.041259,6.151247,-0.109988
206,5.480719,3.903633,1.577087
207,4.405030,6.501059,-2.096029
208,4.983256,4.892762,0.090494
209,7.229576,7.068186,0.161390
210,4.903161,3.480007,1.423154
211,4.503628,4.336460,0.167168
212,5.307930,5.000000,0.307930
213,5.678741,6.000000,-0.321259
214,3.610996,5.445604,-1.834608
215,2.290884,1.778151,0.512733
216,3.036943,2.400538,0.636405
218,4.860261,3.653213,1.207048
219,4.424611,5.000000,-0.575389
220,5.505384,5.149219,0.356164
221,3.344770,4.101747,-0.756977
222,6.022527,6.255273,-0.232745
223,5.819104,6.361728,-0.542623
224,6.291616,6.421604,-0.129988
225,6.507174,6.176091,0.331082
226,6.333471,6.113943,0.219528
227,6.289819,6.313867,-0.024048
228,6.282986,6.544068,-0.261082
229,6.219395,5.993877,0.225518
230,6.381105,6.544068,-0.162963
231,6.156243,6.187521,-0.031278
232,6.157196,6.526985,-0.369789
233,6.395278,6.100371,0.294907
234,4.954475,5.806180,-0.851705
235,5.830449,5.093422,0.737027
236,4.796463,3.963788,0.832675
237,5.595273,6.075145,-0.479872
238,6.872815,7.146128,-0.273313
239,4.762240,4.792392,-0.030152
240,6.542611,6.863323,-0.320712
241,6.204162,6.531479,-0.327317
242,6.211193,4.472025,1.739168
243,5.743372,5.315970,0.427402
244,6.047187,6.266114,-0.218927
246,6.155530,6.109916,0.045614
247,6.381929,6.539076,-0.157147
248,6.766891,6.342817,0.424073
249,3.153323,2.079181,1.074142
250,5.490333,5.202352,0.287981
251,6.338847,6.409764,-0.070917
252,6.445707,6.477121,-0.031414
253,6.391189,6.137927,0.253262
254,6.390984,6.450711,-0.059726
255,6.299704,6.604226,-0.304522
256,6.742590,6.187521,0.555069
258,6.453264,6.518514,-0.065249
259,5.665082,4.342423,1.322660
260,6.315337,5.651762,0.663575
261,6.040793,6.301969,-0.261176
262,6.806828,6.903090,-0.096262
264,6.482635,6.587711,-0.105076
265,6.482431,6.584331,-0.101901
266,5.040119,5.229426,-0.189306
267,5.703580,6.136721,-0.433140
269,6.151872,6.531479,-0.379607
270,5.730220,4.292256,1.437964
271,6.402907,6.371068,0.031839
272,6.556442,6.305351,0.251091
273,6.333166,6.477121,-0.143955
274,6.775333,6.894106,-0.118773
275,6.168574,6.477121,-0.308547
276,5.800586,6.530840,-0.730254
277,6.738297,6.397940,0.340357
278,5.888188,5.681241,0.206946
279,6.479569,6.173186,0.306382
280,6.137783,6.591065,-0.453282
281,7.436673,7.074451,0.362222
282,6.312720,6.486487,-0.173767
283,6.494255,6.505150,-0.010895
284,5.507202,5.549003,-0.041802
285,6.100523,6.190332,-0.089809
286,6.468065,6.196729,0.271336
287,4.941643,4.968483,-0.026840
288,6.103656,6.568202,-0.464546
289,5.376090,4.913814,0.462276
290,6.329691,6.207581,0.122110
291,6.735435,6.225309,0.510126
292,6.286064,6.491362,-0.205298
293,5.788773,6.209515,-0.420742
294,6.382807,6.230449,0.152358
295,6.283905,6.361728,-0.077823
296,6.225961,5.089905,1.136056
297,6.280308,6.426511,-0.146203
298,5.896531,6.095030,-0.198498
299,6.418040,6.223080,0.194959
300,6.302126,6.456366,-0.154240
302,5.731311,6.397940,-0.666629
303,5.917007,5.603642,0.313365
305,5.973390,6.342423,-0.369033
306,5.072398,6.301030,-1.228632
307,5.620785,6.505150,-0.884365
308,6.166898,6.176091,-0.009194
309,7.048746,7.100371,-0.051624
310,5.707968,5.836197,-0.128230
311,5.370818,6.054709,-0.683890
312,6.658310,6.477121,0.181188
314,5.721225,6.322219,-0.600994
315,5.721021,5.880814,-0.159793
316,5.314995,6.477121,-1.162126
317,5.503591,4.602060,0.901531
318,5.983433,6.025306,-0.041873
319,5.129821,5.477121,-0.347300
321,5.719794,6.812913,-1.093119
322,5.605277,5.178977,0.426300
323,5.663482,5.365488,0.297994
324,5.454545,6.158393,-0.703847
325,4.508862,4.477121,0.031741
326,6.021187,4.453624,1.567563
327,6.581940,6.086360,0.495580
328,6.300073,6.086360,0.213713
329,6.026603,6.319314,-0.292711
330,6.400167,6.477121,-0.076954
331,6.127356,6.374198,-0.246842
332,5.605428,6.397940,-0.792512
333,5.217267,5.187521,0.029746
334,6.345513,5.528917,0.816596
336,5.270082,5.000000,0.270082
337,5.061437,6.079181,-1.017745
338,5.764076,4.814913,0.949163
339,5.880364,5.081707,0.798657
341,6.009534,6.342423,-0.332889
342,6.372797,5.671173,0.701624
343,5.531442,6.278754,-0.747312
344,5.498071,6.284656,-0.786585
345,5.812682,6.356026,-0.543344
346,5.836333,5.671173,0.165160
347,6.261414,6.477121,-0.215707
348,5.045895,5.000000,0.045895
349,5.853998,5.852175,0.001823
350,5.719083,5.397940,0.321143
351,6.059606,6.139879,-0.080273
352,6.310387,6.273487,0.036899
353,6.487217,6.320624,0.166593
354,5.786305,6.602060,-0.815755
355,6.351728,6.337459,0.014268
357,6.014120,6.397940,-0.383820
358,6.245773,6.454845,-0.209071
359,6.863910,8.146128,-1.282218
360,5.703411,4.582063,1.121348
361,6.670042,6.272306,0.397736
362,6.863296,5.728256,1.135040
363,6.132249,5.717171,0.415078
364,5.370265,6.049218,-0.678953
365,5.162870,6.396199,-1.233329
366,6.404983,5.550228,0.854755
367,5.582452,5.575072,0.007380
368,6.103347,6.100026,0.003321
370,6.850634,6.489958,0.360676
371,6.160247,6.397940,-0.237693
372,5.606224,6.356026,-0.749802
373,5.023420,4.705864,0.317556
374,5.339781,4.833147,0.506634
375,6.016207,6.182671,-0.166465
376,6.063012,6.262024,-0.199011
377,5.910109,6.408240,-0.498131
378,6.351668,6.591065,-0.239397
379,6.439392,5.876218,0.563174
380,6.055185,6.104146,-0.048960
381,5.558209,4.630123,0.928086
382,5.969178,6.591065,-0.621887
383,6.663750,5.978181,0.685569
384,6.313299,6.322219,-0.008920
385,6.021010,6.100026,-0.079015
386,6.425175,5.675778,0.749396
387,6.413505,6.000000,0.413505
388,5.926918,6.431364,-0.504445
389,6.601692,6.152594,0.449098
390,6.420515,6.732394,-0.311878
391,4.901029,4.491362,0.409667
392,5.323340,4.779019,0.544322
393,6.524128,6.556303,-0.032174
394,4.113390,4.850033,-0.736643
395,6.321811,6.278754,0.043058
396,6.352653,6.462398,-0.109745
397,6.253966,6.399154,-0.145188
398,5.859122,6.397940,-0.538818
400,5.949178,5.892095,0.057083
401,5.786160,5.716003,0.070157
402,5.749493,6.696837,-0.947344
403,5.012112,5.530481,-0.518370
404,5.867076,6.465829,-0.598753
405,5.041665,6.591065,-1.549399
406,6.305976,6.919078,-0.613102
408,6.265965,6.380211,-0.114246
409,6.430919,6.204120,0.226799
410,6.398649,6.301030,0.097619
411,5.644827,6.073106,-0.428279
412,5.188586,6.255273,-1.066687
413,6.269602,6.322219,-0.052617
414,5.812880,5.866287,-0.053408
415,6.077693,6.318063,-0.240370
416,6.077488,6.368101,-0.290612
417,5.886534,6.378398,-0.491864
418,5.383721,6.326131,-0.942410
419,5.589472,4.354108,1.235364
420,5.772812,6.396722,-0.623910
421,5.668436,5.619093,0.049342
422,4.107666,3.698970,0.408696
423,5.764479,5.766785,-0.002306
424,6.186108,6.474755,-0.288647
425,5.792634,5.643453,0.149181
426,5.549569,6.453318,-0.903749
427,5.108473,4.764176,0.344297
428,5.760063,6.227115,-0.467052
429,5.347470,6.039255,-0.691786
430,5.782457,6.079181,-0.296724
432,5.790676,5.575072,0.215604
433,6.352843,6.539076,-0.186234
434,5.617614,6.008600,-0.390986
435,6.054615,6.113943,-0.059328
436,6.308374,6.222456,0.085918
437,6.178011,5.276462,0.901549
438,6.274397,6.301030,-0.026633
439,6.278858,5.275104,1.003754
440,5.676720,6.884795,-1.208075
441,6.810526,6.849419,-0.038894
442,6.692329,6.797960,-0.105631
444,6.641221,6.517724,0.123497
445,6.262114,6.634981,-0.372867
446,6.573518,6.645275,-0.071756
447,5.308238,6.270679,-0.962441
448,6.625228,6.024896,0.600333
449,6.200713,7.385606,-1.184893
450,6.690693,6.284453,0.406240
451,6.606143,6.501059,0.105084
452,6.532242,6.501059,0.031183
453,6.572087,6.716003,-0.143916
454,6.524088,6.397940,0.126148
455,6.403332,6.271656,0.131676
456,5.735701,6.269513,-0.533812
457,6.385957,6.322219,0.063737
458,6.391633,5.337459,1.054174
459,6.406034,6.755875,-0.349841
460,6.405829,6.596047,-0.190218
461,6.303122,6.372912,-0.069790
462,6.315865,4.484300,1.831565
463,6.581350,6.227887,0.353463
464,5.690757,6.477121,-0.786364
465,5.787173,6.079181,-0.292008
466,6.224174,6.397940,-0.173766
467,5.536204,4.742725,0.793479
468,6.109080,6.278754,-0.169674
469,6.347366,6.380211,-0.032845
471,6.411326,6.436957,-0.025632
472,6.438702,6.063146,0.375556
474,6.614495,6.645324,-0.030829
475,6.332747,5.373500,0.959247
477,5.458057,5.283301,0.174755
478,5.190201,6.176091,-0.985890
479,6.191548,6.579784,-0.388236
480,6.129833,5.845098,0.284735
481,5.494748,5.627980,-0.133232
482,6.028112,6.146128,-0.118016
483,5.494546,6.528737,-1.034191
484,6.104816,6.322219,-0.217403
485,6.440686,6.184691,0.255994
486,6.458407,6.602060,-0.143653
488,5.614221,6.108227,-0.494005
490,5.884455,6.585461,-0.701006
491,5.739365,6.271842,-0.532477
492,6.283099,6.401573,-0.118474
493,4.998988,3.724276,1.274712
494,5.247173,6.176091,-0.928918
495,4.576054,6.176091,-1.600037
497,6.046337,5.046885,0.999452
498,6.214720,6.068186,0.146534
499,6.190623,6.181844,0.008780
500,6.057949,6.322219,-0.264270
501,6.166497,6.855525,-0.689028
502,5.533993,6.342423,-0.808430
503,6.403178,6.447158,-0.043980
504,6.513866,6.491362,0.022505
505,5.915943,6.322219,-0.406276
506,6.348631,7.000000,-0.651369
507,6.167998,6.357935,-0.189937
508,6.608035,6.309758,0.298277
509,6.052903,5.751510,0.301393
510,5.244180,6.290035,-1.045855
513,6.382525,6.057099,0.325426
514,6.353569,6.186278,0.167290
516,6.894911,6.477555,0.417356
518,5.639474,6.204120,-0.564646
519,5.371021,6.089905,-0.718884
520,5.685641,5.043755,0.641886
522,3.930594,3.397940,0.532654
523,5.774745,6.491362,-0.716616
524,5.795027,5.078094,0.716933
525,5.434426,5.120574,0.313852
526,5.176984,5.548758,-0.371774
527,5.491485,5.752048,-0.260564
528,5.134082,5.698970,-0.564888
529,5.496443,5.008600,0.487843
530,5.678310,6.000000,-0.321690
531,5.428370,4.534026,0.894343
532,5.730623,6.164353,-0.433730
533,6.553137,6.552668,0.000469
534,5.200521,6.423246,-1.222725
535,6.184697,6.079181,0.105516
536,6.506715,6.908485,-0.401770
538,6.365681,6.079181,0.286500
539,6.365477,6.657056,-0.291579
540,5.634996,4.615097,1.019899
541,5.909131,6.962369,-1.053238
542,5.998745,6.579784,-0.581038
